ric,data_load,capitalization,current_price,ticker
CRML.O,2026-03-24,1.008338,8.26,CRML.O
CRMLY.PK,2026-03-24,13.240499,10.52,CRMLY.PK
CRNX.O,2026-03-24,3.634322,34.71,CRNX.O
CROX.O,2026-03-24,4.003115,79.69,CROX.O
CRPAY.PK,2026-03-24,7.702901,12.0,CRPAY.PK
CRPFY.PK,2026-03-24,1.54049,8.4,CRPFY.PK
CRPJY.PK,2026-03-24,12.491082,35.45,CRPJY.PK
CRRFY.PK,2026-03-24,12.783065,3.55,CRRFY.PK
CRS.N,2026-03-24,18.588488,373.19,CRS.N
CRSP.O,2026-03-24,4.499791,46.88,CRSP.O
CRTO.O,2026-03-24,0.868047,17.41,CRTO.O
CRUS.O,2026-03-24,6.981891,136.88,CRUS.O
CRVL.O,2026-03-24,2.772462,54.2,CRVL.O
CRWCY.PK,2026-03-24,3.678255,66.17,CRWCY.PK
CRWD.O,2026-03-24,104.82124,413.31,CRWD.O
CRWV.O,2026-03-24,43.085399,81.96,CRWV.O
CRYCY.PK,2026-03-24,7.723103,4.38,CRYCY.PK
CRZBY.PK,2026-03-24,41.345979,36.91,CRZBY.PK
CSAN.K,2026-03-24,4.055178,4.08,CSAN.K
CSAN.N,2026-03-24,4.055178,4.08,CSAN.N
CSCCY.PK,2026-03-24,5.552451,0.0,CSCCY.PK
CSCO.O,2026-03-24,311.33057,78.82,CSCO.O
CSGP.O,2026-03-24,18.013331,42.91,CSGP.O
CSGS.O,2026-03-24,2.290416,80.36,CSGS.O
CSGYY.PK,2026-03-24,4.704465,36.6,CSGYY.PK
CSIOY.PK,2026-03-24,2.148686,89.22,CSIOY.PK
CSIQ.O,2026-03-24,0.877671,13.1,CSIQ.O
CSL.N,2026-03-24,13.771074,336.88,CSL.N
CSLLY.PK,2026-03-24,47.408167,24.82,CSLLY.PK
CSNVY.PK,2026-03-24,1.217171,21.34,CSNVY.PK
CSPCY.PK,2026-03-24,12.253076,4.41,CSPCY.PK
CSPDX.O,2026-03-24,79.645976,13.18,CSPDX.O
CSPHX.O,2026-03-24,79.645976,12.99,CSPHX.O
CSPJX.O,2026-03-24,79.645976,13.24,CSPJX.O
CSPKY.PK,2026-03-24,2.704576,6.98,CSPKY.PK
CSQ.O,2026-03-24,2.814487,17.55,CSQ.O
CSR.N,2026-03-24,0.973247,58.02,CSR.N
CSTL.O,2026-03-24,0.765578,25.75,CSTL.O
CSTM.K,2026-03-24,3.218713,23.83,CSTM.K
CSTM.N,2026-03-24,3.218713,23.83,CSTM.N
CSUAY.PK,2026-03-24,146.278201,24.96,CSUAY.PK
CSW.N,2026-03-24,4.303671,261.3,CSW.N
CSWC.O,2026-03-24,1.323564,22.0,CSWC.O
CSX.O,2026-03-24,72.411142,38.94,CSX.O
CSXXY.PK,2026-03-24,6.083837,32.67,CSXXY.PK
CTAS.O,2026-03-24,72.242199,181.21,CTAS.O
CTBI.O,2026-03-24,1.086324,59.85,CTBI.O
CTGCY.PK,2026-03-24,21.164667,0.0,CTGCY.PK
CTIHY.PK,2026-03-24,9.671774,78.31,CTIHY.PK
CTOS.K,2026-03-24,1.43001,6.31,CTOS.K
CTOS.N,2026-03-24,1.43001,6.31,CTOS.N
CTOWY.PK,2026-03-24,24.581373,15.5,CTOWY.PK
CTPCY.PK,2026-03-24,43.264213,7.32,CTPCY.PK
CTRA.K,2026-03-24,25.663418,33.8,CTRA.K
CTRA.N,2026-03-24,25.663418,33.8,CTRA.N
CTRE.K,2026-03-24,8.360234,37.45,CTRE.K
CTRE.N,2026-03-24,8.360234,37.45,CTRE.N
CTRI.K,2026-03-24,3.036591,30.12,CTRI.K
CTRI.N,2026-03-24,3.036591,30.12,CTRI.N
CTRYQ.PK,2026-03-24,1.740984,0.0,CTRYQ.PK
CTS.N,2026-03-24,1.395759,48.64,CTS.N
CTSH.O,2026-03-24,29.622614,61.94,CTSH.O
CTTAY.PK,2026-03-24,13.874402,7.07,CTTAY.PK
CTTPY.PK,2026-03-24,0.927435,15.9,CTTPY.PK
CTVA.K,2026-03-24,52.204682,77.76,CTVA.K
CTVA.N,2026-03-24,52.204682,77.76,CTVA.N
CTXAY.PK,2026-03-24,5.649684,46.87,CTXAY.PK
CUBB.N,2026-03-24,2.305901,22.4,CUBB.N
CUBE.K,2026-03-24,8.436539,37.15,CUBE.K
CUBE.N,2026-03-24,8.436539,37.15,CUBE.N
CUBI.K,2026-03-24,2.305901,67.4,CUBI.K
CUBI.N,2026-03-24,2.305901,67.4,CUBI.N
CUCSY.PK,2026-03-24,3.731224,14.2,CUCSY.PK
CUK.N,2026-03-24,35.26007,25.37,CUK.N
CURB.K,2026-03-24,2.96731,25.9,CURB.K
CURB.N,2026-03-24,2.96731,25.9,CURB.N
CURLF.PK,2026-03-24,1.786854,2.29,CURLF.PK
CURYY.PK,2026-03-24,1.952495,19.8,CURYY.PK
CUYTY.PK,2026-03-24,4.626647,9.74,CUYTY.PK
CUZ.N,2026-03-24,3.703482,22.29,CUZ.N
CVBF.O,2026-03-24,2.61144,19.23,CVBF.O
CVCO.O,2026-03-24,3.678869,474.01,CVCO.O
CVE.N,2026-03-24,46.570216,24.79,CVE.N
CVGYY.PK,2026-03-24,1.511064,0.0,CVGYY.PK
CVI.N,2026-03-24,3.262218,32.45,CVI.N
CVLT.O,2026-03-24,3.552691,80.79,CVLT.O
CVNA.K,2026-03-24,65.566162,299.6,CVNA.K
CVNA.N,2026-03-24,65.566162,299.6,CVNA.N
CVS.N,2026-03-24,90.695927,71.29,CVS.N
CVSA.N,2026-03-24,3.783514,109.64,CVSA.N
CVTV.PK,2026-03-24,1.50339,5.25,CVTV.PK
CVX.N,2026-03-24,409.473066,205.21,CVX.N
CW.N,2026-03-24,25.386146,688.54,CW.N
CWAN.K,2026-03-24,6.881408,23.29,CWAN.K
CWAN.N,2026-03-24,6.881408,23.29,CWAN.N
CWEN.N,2026-03-24,7.813426,38.1,CWEN.N
CWENa.N,2026-03-24,7.813426,38.03,CWENa.N
CWH.N,2026-03-24,0.715758,6.95,CWH.N
CWK.N,2026-03-24,2.844452,12.27,CWK.N
CWQXY.PK,2026-03-24,5.428878,25.0,CWQXY.PK
CWST.O,2026-03-24,4.954787,78.01,CWST.O
CWT.N,2026-03-24,2.651124,44.45,CWT.N
CWYUF.PK,2026-03-24,2.814895,19.49,CWYUF.PK
CX.N,2026-03-24,16.116269,10.63,CX.N
CXM.N,2026-03-24,1.500652,6.03,CXM.N
CXT.N,2026-03-24,2.456287,42.76,CXT.N
CXW.N,2026-03-24,1.976658,20.23,CXW.N
CYATY.PK,2026-03-24,267.160207,21.54,CYATY.PK
CYBR.O,2026-03-24,20.637502,408.85,CYBR.O
CYD.N,2026-03-24,1.530748,40.8,CYD.N
CYFWY.PK,2026-03-24,1.960623,16.16,CYFWY.PK
CYGIY.PK,2026-03-24,4.386373,4.41,CYGIY.PK
CYJBY.PK,2026-03-24,2.686639,24.39,CYJBY.PK
CYPRY.PK,2026-03-24,2.351564,0.0,CYPRY.PK
CYRAY.PK,2026-03-24,2.351564,0.0,CYRAY.PK
CYRBY.PK,2026-03-24,2.351564,4.98,CYRBY.PK
CYTK.O,2026-03-24,7.506773,60.95,CYTK.O
CZMWY.PK,2026-03-24,2.432358,27.4,CZMWY.PK
CZR.O,2026-03-24,5.381096,26.44,CZR.O
D.N,2026-03-24,52.579669,59.82,D.N
DAC.N,2026-03-24,2.076834,114.09,DAC.N
DAKT.O,2026-03-24,1.005567,20.82,DAKT.O
DAL.N,2026-03-24,42.538403,65.13,DAL.N
DAN.N,2026-03-24,3.580307,32.68,DAN.N
DANOY.PK,2026-03-24,53.830401,15.84,DANOY.PK
DAO.N,2026-03-24,1.213628,10.15,DAO.N
DAR.N,2026-03-24,8.961852,56.46,DAR.N
DASH.O,2026-03-24,69.499528,159.98,DASH.O
DASTF.PK,2026-03-24,26.392989,20.0,DASTF.PK
DASTY.PK,2026-03-24,26.392989,19.8,DASTY.PK
DATWY.PK,2026-03-24,2.258053,84.0,DATWY.PK
DAVE.O,2026-03-24,2.920195,215.36,DAVE.O
DAWN.O,2026-03-24,2.206439,21.36,DAWN.O
DAY.N,2026-03-24,11.180043,69.86,DAY.N
DB.N,2026-03-24,55.696934,29.27,DB.N
DBD.N,2026-03-24,2.658026,75.57,DBD.N
DBOEY.PK,2026-03-24,51.984359,27.91,DBOEY.PK
DBRG.K,2026-03-24,2.814768,15.38,DBRG.K
DBRG.N,2026-03-24,2.814768,15.38,DBRG.N
DBSDY.PK,2026-03-24,125.194437,177.97,DBSDY.PK
DBVT.O,2026-03-24,1.090156,20.19,DBVT.O
DBX.O,2026-03-24,5.687399,24.42,DBX.O
DCCPY.PK,2026-03-24,5.154921,30.76,DCCPY.PK
DCH.N,2026-03-24,1.339987,5.66,DCH.N
DCI.N,2026-03-24,9.91949,85.65,DCI.N
DCIIY.PK,2026-03-24,29.328425,0.0,DCIIY.PK
DCO.N,2026-03-24,1.839348,122.73,DCO.N
DCOM.O,2026-03-24,1.443187,32.87,DCOM.O
DCOMP.O,2026-03-24,1.443187,18.7,DCOMP.O
DCYHY.PK,2026-03-24,9.999714,35.85,DCYHY.PK
DD.N,2026-03-24,18.049899,44.14,DD.N
DDOG.O,2026-03-24,45.728207,129.23,DDOG.O
DDS.N,2026-03-24,8.883153,568.96,DDS.N
DE.N,2026-03-24,153.699147,569.03,DE.N
DEA.N,2026-03-24,1.019012,22.0,DEA.N
DEC.N,2026-03-24,1.130861,15.64,DEC.N
DECK.K,2026-03-24,14.542775,102.45,DECK.K
DECK.N,2026-03-24,14.542775,102.45,DECK.N
DEI.N,2026-03-24,1.579169,9.43,DEI.N
DELHY.PK,2026-03-24,5.750556,1.89,DELHY.PK
DELKY.PK,2026-03-24,6.383008,34.92,DELKY.PK
DELL.K,2026-03-24,106.283738,164.59,DELL.K
DELL.N,2026-03-24,106.283738,164.59,DELL.N
DEO.N,2026-03-24,40.939659,74.13,DEO.N
DFH.N,2026-03-24,1.302775,14.19,DFH.N
DFIHY.PK,2026-03-24,5.685333,21.5,DFIHY.PK
DFIN.K,2026-03-24,1.203114,46.96,DFIN.K
DFIN.N,2026-03-24,1.203114,46.96,DFIN.N
DFKCY.PK,2026-03-24,13.526492,17.88,DFKCY.PK
DFTX.O,2026-03-24,1.804536,18.1,DFTX.O
DG.N,2026-03-24,27.552515,125.11,DG.N
DGGRY.PK,2026-03-24,2.989935,0.0,DGGRY.PK
DGII.O,2026-03-24,1.865514,49.6,DGII.O
DGX.N,2026-03-24,21.489852,195.6,DGX.N
DHC.O,2026-03-24,1.622211,6.7,DHC.O
DHI.N,2026-03-24,40.216625,138.82,DHI.N
DHLGY.PK,2026-03-24,59.491047,51.7,DHLGY.PK
DHR.N,2026-03-24,134.356478,190.0,DHR.N
DHRPY.PK,2026-03-24,1.739722,5.4,DHRPY.PK
DHT.N,2026-03-24,2.86171,17.77,DHT.N
DIDIY.PK,2026-03-24,19.417029,4.17,DIDIY.PK
DIFTY.PK,2026-03-24,7.601838,5.55,DIFTY.PK
DINO.K,2026-03-24,10.684792,59.27,DINO.K
DINO.N,2026-03-24,10.684792,59.27,DINO.N
DIOD.O,2026-03-24,3.122879,68.07,DIOD.O
DIS.N,2026-03-24,173.520369,97.95,DIS.N
DJT.O,2026-03-24,2.504418,9.05,DJT.O
DK.N,2026-03-24,2.535279,42.39,DK.N
DKILY.PK,2026-03-24,35.799756,12.0,DKILY.PK
DKKHY.PK,2026-03-24,4.757022,0.0,DKKHY.PK
DKL.N,2026-03-24,2.858094,53.41,DKL.N
DKNG.O,2026-03-24,11.812074,23.96,DKNG.O
DKS.N,2026-03-24,17.319914,192.51,DKS.N
DLAKY.PK,2026-03-24,10.569866,8.94,DLAKY.PK
DLB.N,2026-03-24,5.699905,59.66,DLB.N
DLELY.PK,2026-03-24,115.361219,0.0,DLELY.PK
DLICY.PK,2026-03-24,32.378034,17.67,DLICY.PK
DLMAY.PK,2026-03-24,37.099784,14.0,DLMAY.PK
DLO.O,2026-03-24,3.751534,12.72,DLO.O
DLR.N,2026-03-24,60.637817,176.47,DLR.N
DLR_pj.N,2026-03-24,60.637817,20.21,DLR_pj.N
DLR_pk.N,2026-03-24,60.637817,22.47,DLR_pk.N
DLR_pl.N,2026-03-24,60.637817,19.94,DLR_pl.N
DLTR.O,2026-03-24,21.361478,108.27,DLTR.O
DLX.N,2026-03-24,1.24607,27.27,DLX.N
DMCHY.PK,2026-03-24,2.127835,2.0,DMCHY.PK
DMLP.O,2026-03-24,1.325577,27.47,DMLP.O
DMZPY.PK,2026-03-24,1.152245,6.22,DMZPY.PK
DNBBY.PK,2026-03-24,45.426735,30.11,DNBBY.PK
DNCLY.PK,2026-03-24,1.960975,0.0,DNCLY.PK
DNERY.PK,2026-03-24,3.575705,7.68,DNERY.PK
DNFGF.PK,2026-03-24,0.0,0.0,DNFGF.PK
DNFGY.PK,2026-03-24,10.044999,58.0,DNFGY.PK
DNIFY.PK,2026-03-24,4.74086,0.0,DNIFY.PK
DNIYY.PK,2026-03-24,4.74086,37.55,DNIYY.PK
DNKAY.PK,2026-03-24,1.84121,0.0,DNKAY.PK
DNKEY.PK,2026-03-24,40.902101,24.74,DNKEY.PK
DNLI.O,2026-03-24,3.344695,21.09,DNLI.O
DNLMY.PK,2026-03-24,2.153354,11.24,DNLMY.PK
DNLZY.PK,2026-03-24,3.61815,2.02,DNLZY.PK
DNN.N,2026-03-24,3.105049,3.42,DNN.N
DNNGY.PK,2026-03-24,28.379631,7.12,DNNGY.PK
DNOPY.PK,2026-03-24,10.359425,10.85,DNOPY.PK
DNOW.K,2026-03-24,2.189567,11.75,DNOW.K
DNOW.N,2026-03-24,2.189567,11.75,DNOW.N
DNP.N,2026-03-24,3.764444,9.99,DNP.N
DNPLY.PK,2026-03-24,9.573933,9.04,DNPLY.PK
DNTH.O,2026-03-24,4.100374,79.32,DNTH.O
DNTUF.PK,2026-03-24,4.610354,18.9,DNTUF.PK
DNTUY.PK,2026-03-24,4.610354,17.29,DNTUY.PK
DNZOY.PK,2026-03-24,35.048247,11.97,DNZOY.PK
DOC.N,2026-03-24,11.937557,17.17,DOC.N
DOCN.K,2026-03-24,7.913504,86.02,DOCN.K
DOCN.N,2026-03-24,7.913504,86.02,DOCN.N
DOCS.K,2026-03-24,4.623265,25.03,DOCS.K
DOCS.N,2026-03-24,4.623265,25.03,DOCS.N
DOCU.O,2026-03-24,9.486139,48.79,DOCU.O
DOGEF.PK,2026-03-24,28.379631,22.24,DOGEF.PK
DOLE.K,2026-03-24,1.373226,14.43,DOLE.K
DOLE.N,2026-03-24,1.373226,14.43,DOLE.N
DOO.O,2026-03-24,4.765948,64.9,DOO.O
DORM.O,2026-03-24,3.134833,103.86,DORM.O
DOV.N,2026-03-24,28.630836,212.29,DOV.N
DOW.N,2026-03-24,25.935082,36.04,DOW.N
DOX.O,2026-03-24,7.002872,65.1,DOX.O
DPDSY.PK,2026-03-24,1.036811,0.0,DPDSY.PK
DPMAY.PK,2026-03-24,10.445396,19.71,DPMAY.PK
DPMLF.PK,2026-03-24,7.110465,31.94,DPMLF.PK
DPZ.N,2026-03-24,12.333907,366.83,DPZ.N
DQ.N,2026-03-24,1.424955,21.25,DQ.N
DQJCY.PK,2026-03-24,19.483329,12.35,DQJCY.PK
DRD.N,2026-03-24,2.312938,27.19,DRD.N
DRDGF.PK,2026-03-24,2.312938,2.62,DRDGF.PK
DRH.N,2026-03-24,1.935986,9.46,DRH.N
DRI.N,2026-03-24,22.563839,195.97,DRI.N
DRMKY.PK,2026-03-24,2.63068,12.5,DRMKY.PK
DRPRY.PK,2026-03-24,19.734208,4.34,DRPRY.PK
DRS.O,2026-03-24,11.802515,44.4,DRS.O
DRVN.O,2026-03-24,1.915892,11.65,DRVN.O
DRXGY.PK,2026-03-24,3.790649,23.03,DRXGY.PK
DSCSY.PK,2026-03-24,44.772949,43.04,DSCSY.PK
DSDVY.PK,2026-03-24,57.177768,119.16,DSDVY.PK
DSEEY.PK,2026-03-24,14.858727,9.54,DSEEY.PK
DSFGY.PK,2026-03-24,1.600874,14.35,DSFGY.PK
DSFIY.PK,2026-03-24,17.055187,6.85,DSFIY.PK
DSGR.O,2026-03-24,1.197611,25.93,DSGR.O
DSGX.O,2026-03-24,6.307822,73.31,DSGX.O
DSL.N,2026-03-24,1.222509,10.67,DSL.N
DSNKY.PK,2026-03-24,35.990627,18.97,DSNKY.PK
DSRNY.PK,2026-03-24,3.600419,0.0,DSRNY.PK
DSVSF.PK,2026-03-24,4.607863,5.71,DSVSF.PK
DT.N,2026-03-24,11.428983,38.32,DT.N
DTB.N,2026-03-24,29.600321,16.94,DTB.N
DTCWY.PK,2026-03-24,8.757281,11.08,DTCWY.PK
DTE.N,2026-03-24,29.600321,142.29,DTE.N
DTEGF.PK,2026-03-24,179.648505,36.73,DTEGF.PK
DTEGY.PK,2026-03-24,179.648505,36.68,DTEGY.PK
DTG.N,2026-03-24,29.600321,16.88,DTG.N
DTM.N,2026-03-24,13.93991,137.04,DTM.N
DTNOF.PK,2026-03-24,1.91035,2.06,DTNOF.PK
DTNOY.PK,2026-03-24,1.91035,18.0,DTNOY.PK
DTRUY.PK,2026-03-24,36.476212,24.23,DTRUY.PK
DTTLY.PK,2026-03-24,0.958044,9.86,DTTLY.PK
DTW.N,2026-03-24,29.600321,21.36,DTW.N
DUAVF.PK,2026-03-24,29.04225,386.5,DUAVF.PK
DUFRY.PK,2026-03-24,8.298626,5.87,DUFRY.PK
DUK.N,2026-03-24,99.085498,127.34,DUK.N
DUKB.N,2026-03-24,99.085498,23.92,DUKB.N
DUOL.O,2026-03-24,4.683292,99.75,DUOL.O
DURYY.PK,2026-03-24,1.470538,4.54,DURYY.PK
DV.N,2026-03-24,1.647418,10.17,DV.N
DVA.N,2026-03-24,10.167628,152.21,DVA.N
DVAX.O,2026-03-24,1.762103,15.5,DVAX.O
DVCMY.PK,2026-03-24,8.422139,6.83,DVCMY.PK
DVDCF.PK,2026-03-24,8.422139,7.0,DVDCF.PK
DVN.N,2026-03-24,30.0638,48.49,DVN.N
DWAHY.PK,2026-03-24,21.171811,32.24,DWAHY.PK
DWVYF.PK,2026-03-24,2.291713,22.32,DWVYF.PK
DX.N,2026-03-24,2.508632,12.42,DX.N
DX_pc.N,2026-03-24,2.508632,25.67,DX_pc.N
DXC.N,2026-03-24,2.059188,12.13,DXC.N
DXCM.O,2026-03-24,25.377988,65.94,DXCM.O
DXPE.O,2026-03-24,2.118006,136.45,DXPE.O
DXPPY.PK,2026-03-24,4.499926,0.0,DXPPY.PK
DY.N,2026-03-24,10.481731,349.74,DY.N
DYBTY.PK,2026-03-24,3.189738,0.0,DYBTY.PK
DYLLF.PK,2026-03-24,1.113848,1.18,DYLLF.PK
DYN.O,2026-03-24,2.949035,17.87,DYN.O
E.N,2026-03-24,78.8964,53.41,E.N
EA.O,2026-03-24,50.333529,201.13,EA.O
EADSF.PK,2026-03-24,152.535005,194.2,EADSF.PK
EADSY.PK,2026-03-24,152.535005,48.46,EADSY.PK
EAT.N,2026-03-24,6.400156,146.96,EAT.N
EBAY.O,2026-03-24,40.2528,89.85,EBAY.O
EBC.O,2026-03-24,4.46985,19.05,EBC.O
EBCOY.PK,2026-03-24,12.948695,14.13,EBCOY.PK
EBCRY.PK,2026-03-24,1.063905,6.05,EBCRY.PK
EBKDY.PK,2026-03-24,43.459523,53.44,EBKDY.PK
EBKOF.PK,2026-03-24,43.459523,107.3,EBKOF.PK
EBLMY.PK,2026-03-24,2.414167,65.0,EBLMY.PK
EBOSY.PK,2026-03-24,2.582046,37.69,EBOSY.PK
EC.N,2026-03-24,31.513382,14.31,EC.N
ECAT.K,2026-03-24,1.349785,13.57,ECAT.K
ECAT.N,2026-03-24,1.349785,13.57,ECAT.N
ECG.N,2026-03-24,5.981558,117.27,ECG.N
ECL.N,2026-03-24,73.749319,261.13,ECL.N
ECO.N,2026-03-24,1.735658,48.04,ECO.N
ECPG.O,2026-03-24,1.502145,70.16,ECPG.O
ECVT.K,2026-03-24,1.324821,11.98,ECVT.K
ECVT.N,2026-03-24,1.324821,11.98,ECVT.N
ED.N,2026-03-24,39.421736,109.11,ED.N
EDESY.PK,2026-03-24,1.040123,19.73,EDESY.PK
EDN.N,2026-03-24,0.685975,29.36,EDN.N
EDNMY.PK,2026-03-24,4.965417,10.46,EDNMY.PK
EDPFY.PK,2026-03-24,20.801505,50.64,EDPFY.PK
EDRVF.PK,2026-03-24,15.504654,14.56,EDRVF.PK
EDRVY.PK,2026-03-24,15.504654,26.99,EDRVY.PK
EDRWY.PK,2026-03-24,4.456404,24.95,EDRWY.PK
EDU.N,2026-03-24,9.435061,55.04,EDU.N
EDVLY.PK,2026-03-24,4.530402,0.0,EDVLY.PK
EDVMF.PK,2026-03-24,13.00195,54.01,EDVMF.PK
EE.N,2026-03-24,3.922761,34.39,EE.N
EEFT.O,2026-03-24,2.6619,67.68,EEFT.O
EFC.N,2026-03-24,1.437203,11.53,EFC.N
EFC_pa.N,2026-03-24,1.437203,25.17,EFC_pa.N
EFC_pb.N,2026-03-24,1.437203,24.35,EFC_pb.N
EFC_pc.N,2026-03-24,1.437203,25.46,EFC_pc.N
EFGSY.PK,2026-03-24,14.779938,31.01,EFGSY.PK
EFGXY.PK,2026-03-24,6.813188,25.85,EFGXY.PK
EFSC.O,2026-03-24,2.002423,54.39,EFSC.O
EFSCP.O,2026-03-24,2.002423,19.41,EFSCP.O
EFX.N,2026-03-24,21.606505,179.65,EFX.N
EFXT.K,2026-03-24,2.560979,21.05,EFXT.K
EG.N,2026-03-24,13.098526,324.3,EG.N
EGFEY.PK,2026-03-24,14.386547,2.03,EGFEY.PK
EGIEY.PK,2026-03-24,6.995983,6.25,EGIEY.PK
EGO.N,2026-03-24,6.538526,32.95,EGO.N
EGP.N,2026-03-24,9.811361,183.96,EGP.N
EGRAY.PK,2026-03-24,0.852305,0.01,EGRAY.PK
EH.O,2026-03-24,0.736405,10.23,EH.O
EHC.N,2026-03-24,9.695064,97.52,EHC.N
EIG.N,2026-03-24,0.780449,40.06,EIG.N
EIPAF.PK,2026-03-24,78.8964,29.27,EIPAF.PK
EIX.N,2026-03-24,27.201304,70.67,EIX.N
EJPRY.PK,2026-03-24,25.69845,11.33,EJPRY.PK
EKIVY.PK,2026-03-24,13.193601,7.34,EKIVY.PK
EKTAY.PK,2026-03-24,2.20567,5.96,EKTAY.PK
EL.N,2026-03-24,28.681337,79.29,EL.N
ELALF.PK,2026-03-24,2.550009,5.98,ELALF.PK
ELAN.K,2026-03-24,12.150788,24.44,ELAN.K
ELAN.N,2026-03-24,12.150788,24.44,ELAN.N
ELE.O,2026-03-24,1.135951,17.63,ELE.O
ELEZY.PK,2026-03-24,41.882141,19.8,ELEZY.PK
ELF.N,2026-03-24,4.247037,71.92,ELF.N
ELFIF.PK,2026-03-24,3.99657,11.54,ELFIF.PK
ELFTY.PK,2026-03-24,8.915595,0.0,ELFTY.PK
ELMTY.PK,2026-03-24,1.11614,8.26,ELMTY.PK
ELMUY.PK,2026-03-24,8.208963,28.42,ELMUY.PK
ELPC.K,2026-03-24,3.816731,11.74,ELPC.K
ELPC.N,2026-03-24,3.816731,11.74,ELPC.N
ELS.N,2026-03-24,12.244587,63.14,ELS.N
ELUXY.PK,2026-03-24,1.793257,13.16,ELUXY.PK
ELV.N,2026-03-24,63.836618,289.24,ELV.N
ELVN.O,2026-03-24,1.842451,30.81,ELVN.O
ELVR.O,2026-03-24,0.841578,46.72,ELVR.O
EMA.N,2026-03-24,15.380431,50.78,EMA.N
EMBJ.K,2026-03-24,10.946165,58.71,EMBJ.K
EMBJ.N,2026-03-24,10.946165,58.71,EMBJ.N
EME.N,2026-03-24,33.161621,744.66,EME.N
EMN.N,2026-03-24,7.759758,68.01,EMN.N
EMO.N,2026-03-24,1.06678,53.3,EMO.N
EMR.N,2026-03-24,72.96446,129.83,EMR.N
EMSCY.PK,2026-03-24,18.06349,0.0,EMSCY.PK
ENB.N,2026-03-24,118.182073,54.16,ENB.N
ENDTF.PK,2026-03-24,2.220999,11.82,ENDTF.PK
ENEAY.PK,2026-03-24,3.169,22.48,ENEAY.PK
ENGGY.PK,2026-03-24,4.424095,8.41,ENGGY.PK
ENGIY.PK,2026-03-24,77.481835,30.82,ENGIY.PK
ENGQF.PK,2026-03-24,77.481835,30.92,ENGQF.PK
ENIC.K,2026-03-24,5.463839,3.99,ENIC.K
ENIC.N,2026-03-24,5.463839,3.99,ENIC.N
ENLAY.PK,2026-03-24,106.654272,10.55,ENLAY.PK
ENLT.O,2026-03-24,10.326443,74.21,ENLT.O
ENOGY.PK,2026-03-24,2.083557,0.0,ENOGY.PK
ENOV.K,2026-03-24,1.288588,22.51,ENOV.K
ENOV.N,2026-03-24,1.288588,22.51,ENOV.N
ENPH.O,2026-03-24,5.343588,40.76,ENPH.O
ENR.N,2026-03-24,1.169446,17.08,ENR.N
ENS.N,2026-03-24,6.311166,171.26,ENS.N
ENSG.O,2026-03-24,11.76377,202.43,ENSG.O
ENTG.O,2026-03-24,17.48152,115.01,ENTG.O
ENVA.K,2026-03-24,3.434917,137.34,ENVA.K
ENVA.N,2026-03-24,3.434917,137.34,ENVA.N
ENVX.O,2026-03-24,1.090467,5.02,ENVX.O
EOG.N,2026-03-24,74.937132,139.68,EOG.N
EONGY.PK,2026-03-24,56.618529,21.66,EONGY.PK
EOS.N,2026-03-24,1.086047,20.37,EOS.N
EOSE.O,2026-03-24,1.812579,5.34,EOSE.O
EPAC.K,2026-03-24,1.939529,36.75,EPAC.K
EPAC.N,2026-03-24,1.939529,36.75,EPAC.N
EPAM.K,2026-03-24,7.347877,135.72,EPAM.K
EPAM.N,2026-03-24,7.347877,135.72,EPAM.N
EPD.N,2026-03-24,82.3847,38.11,EPD.N
EPDU.PK,2026-03-24,82.3847,0.0,EPDU.PK
EPOAY.PK,2026-03-24,27.866526,24.23,EPOAY.PK
EPOBY.PK,2026-03-24,27.866526,18.47,EPOBY.PK
EPR.N,2026-03-24,3.798453,49.64,EPR.N
EPR_pc.N,2026-03-24,3.798453,22.76,EPR_pc.N
EPR_pe.N,2026-03-24,3.798453,30.85,EPR_pe.N
EPR_pg.N,2026-03-24,3.798453,20.2,EPR_pg.N
EPRT.K,2026-03-24,6.569238,31.3,EPRT.K
EPRT.N,2026-03-24,6.569238,31.3,EPRT.N
EQH.N,2026-03-24,10.675646,38.08,EQH.N
EQH_pc.N,2026-03-24,10.675646,16.07,EQH_pc.N
EQIX.O,2026-03-24,95.008585,966.96,EQIX.O
EQNR.K,2026-03-24,98.431754,39.37,EQNR.K
EQNR.N,2026-03-24,98.431754,39.37,EQNR.N
EQR.N,2026-03-24,22.052527,58.41,EQR.N
EQT.N,2026-03-24,40.721393,65.23,EQT.N
EQUEY.PK,2026-03-24,9.952413,7.92,EQUEY.PK
EQX.N,2026-03-24,9.963883,12.67,EQX.N
ERAS.O,2026-03-24,4.45065,14.32,ERAS.O
ERBKY.PK,2026-03-24,14.386547,0.0,ERBKY.PK
ERELY.PK,2026-03-24,4.529261,6.41,ERELY.PK
ERGSY.PK,2026-03-24,3.589731,0.0,ERGSY.PK
ERIC.O,2026-03-24,37.928075,11.32,ERIC.O
ERIE.O,2026-03-24,12.857033,245.88,ERIE.O
ERIXF.PK,2026-03-24,37.928075,11.7,ERIXF.PK
ERMAY.PK,2026-03-24,1.616245,5.7,ERMAY.PK
ERNXY.PK,2026-03-24,15.943992,32.0,ERNXY.PK
ERO.N,2026-03-24,2.579378,24.76,ERO.N
ERPSY.PK,2026-03-24,1.55393,0.0,ERPSY.PK
ERRFY.PK,2026-03-24,12.805998,11.99,ERRFY.PK
