ric,data_load,capitalization,current_price,ticker
IQ.O,2026-03-24,1.206281,1.25,IQ.O
IQV.N,2026-03-24,28.026964,166.96,IQV.N
IR.N,2026-03-24,32.226245,82.29,IR.N
IRDEY.PK,2026-03-24,3.684693,30.0,IRDEY.PK
IRDM.O,2026-03-24,2.760363,26.3,IRDM.O
IREN.O,2026-03-24,16.821339,42.16,IREN.O
IRM.N,2026-03-24,30.157441,101.94,IRM.N
IRMD.O,2026-03-24,1.268031,99.2,IRMD.O
IRON.O,2026-03-24,2.255641,59.11,IRON.O
IRPSY.PK,2026-03-24,1.065981,3.5,IRPSY.PK
IRS.N,2026-03-24,1.088011,14.55,IRS.N
IRT.N,2026-03-24,3.565344,15.13,IRT.N
IRTC.O,2026-03-24,3.817902,118.14,IRTC.O
ISADY.PK,2026-03-24,6.075458,0.0,ISADY.PK
ISDAY.PK,2026-03-24,13.165253,125.75,ISDAY.PK
ISMAY.PK,2026-03-24,9.985759,28.66,ISMAY.PK
ISNPY.PK,2026-03-24,103.215082,35.86,ISNPY.PK
ISRG.O,2026-03-24,169.78532,478.04,ISRG.O
ISRXF.PK,2026-03-24,3.99246,491.18,ISRXF.PK
ISUZY.PK,2026-03-24,10.148905,14.78,ISUZY.PK
IT.N,2026-03-24,11.454513,162.59,IT.N
ITAYY.PK,2026-03-24,1.863794,3.45,ITAYY.PK
ITCFY.PK,2026-03-24,6.999259,15.92,ITCFY.PK
ITCTY.PK,2026-03-24,38.849546,0.0,ITCTY.PK
ITFCY.PK,2026-03-24,32.818975,0.0,ITFCY.PK
ITGR.K,2026-03-24,2.935979,85.33,ITGR.K
ITGR.N,2026-03-24,2.935979,85.33,ITGR.N
ITOCY.PK,2026-03-24,101.512758,12.69,ITOCY.PK
ITRI.O,2026-03-24,4.197509,93.4,ITRI.O
ITT.N,2026-03-24,16.890785,188.01,ITT.N
ITUB.K,2026-03-24,89.069905,8.14,ITUB.K
ITUB.N,2026-03-24,89.069905,8.14,ITUB.N
ITVPY.PK,2026-03-24,3.868175,10.3,ITVPY.PK
ITW.N,2026-03-24,75.72455,262.75,ITW.N
IVA.O,2026-03-24,1.25927,6.08,IVA.O
IVBIY.PK,2026-03-24,18.064471,40.0,IVBIY.PK
IVPAF.PK,2026-03-24,11.864007,8.31,IVPAF.PK
IVSBF.PK,2026-03-24,110.737596,37.0,IVSBF.PK
IVT.N,2026-03-24,2.40013,30.89,IVT.N
IVTJY.PK,2026-03-24,6.999259,14.58,IVTJY.PK
IVZ.N,2026-03-24,10.546126,23.77,IVZ.N
IWGFF.PK,2026-03-24,2.230033,2.32,IWGFF.PK
IX.N,2026-03-24,33.092428,29.81,IX.N
J.N,2026-03-24,15.17529,129.21,J.N
JAMF.O,2026-03-24,1.749695,13.05,JAMF.O
JAN.N,2026-03-24,4.178305,23.75,JAN.N
JAN.O,2026-03-24,0.166768,1.32,JAN.O
JAPAF.PK,2026-03-24,73.470934,34.16,JAPAF.PK
JAPAY.PK,2026-03-24,73.470934,18.24,JAPAY.PK
JAPSY.PK,2026-03-24,7.238818,8.28,JAPSY.PK
JAZZ.O,2026-03-24,11.223683,182.32,JAZZ.O
JBAXY.PK,2026-03-24,14.882119,14.52,JBAXY.PK
JBFCY.PK,2026-03-24,3.41429,12.0,JBFCY.PK
JBGS.K,2026-03-24,0.916368,15.53,JBGS.K
JBHHY.PK,2026-03-24,5.64469,35.69,JBHHY.PK
JBHT.O,2026-03-24,19.183816,202.78,JBHT.O
JBL.N,2026-03-24,28.115796,266.26,JBL.N
JBLU.O,2026-03-24,1.554503,4.2,JBLU.O
JBND.N,2026-03-24,6.767948,53.65,JBND.N
JBS.N,2026-03-24,16.713507,15.07,JBS.N
JBTM.K,2026-03-24,6.649044,127.91,JBTM.K
JBTM.N,2026-03-24,6.649044,127.91,JBTM.N
JCAP.O,2026-03-24,1.076705,19.46,JCAP.O
JCDXY.PK,2026-03-24,4.813745,9.31,JCDXY.PK
JCI.N,2026-03-24,81.570063,133.27,JCI.N
JCYGY.PK,2026-03-24,10.325071,52.86,JCYGY.PK
JD.O,2026-03-24,43.622198,27.54,JD.O
JDCMF.PK,2026-03-24,43.622198,13.9,JDCMF.PK
JDEPY.PK,2026-03-24,17.938856,18.57,JDEPY.PK
JDHIY.PK,2026-03-24,20.002531,6.85,JDHIY.PK
JDLGY.PK,2026-03-24,11.754975,0.0,JDLGY.PK
JDSPY.PK,2026-03-24,4.535492,0.91,JDSPY.PK
JEF.N,2026-03-24,8.169002,39.55,JEF.N
JEHLY.PK,2026-03-24,2.893906,46.41,JEHLY.PK
JEOLY.PK,2026-03-24,1.851447,0.0,JEOLY.PK
JEXYY.PK,2026-03-24,8.236885,25.7,JEXYY.PK
JFR.N,2026-03-24,1.191159,7.4,JFR.N
JGCCY.PK,2026-03-24,3.292859,27.38,JGCCY.PK
JGHHY.PK,2026-03-24,1.561764,4.79,JGHHY.PK
JGLMY.PK,2026-03-24,1.700926,0.0,JGLMY.PK
JGSMY.PK,2026-03-24,3.389923,7.57,JGSMY.PK
JHG.N,2026-03-24,7.817796,50.74,JHG.N
JHPCY.PK,2026-03-24,49.728906,16.72,JHPCY.PK
JHX.N,2026-03-24,11.324936,19.52,JHX.N
JINFF.PK,2026-03-24,7.621298,18.71,JINFF.PK
JJSF.O,2026-03-24,1.45308,76.43,JJSF.O
JKHY.O,2026-03-24,11.784931,163.3,JKHY.O
JKS.N,2026-03-24,3.029193,23.91,JKS.N
JLL.N,2026-03-24,14.036701,299.6,JLL.N
JMHLY.PK,2026-03-24,21.331605,72.66,JMHLY.PK
JMIA.K,2026-03-24,0.876876,7.08,JMIA.K
JMPLY.PK,2026-03-24,4.06196,49.29,JMPLY.PK
JMREY.PK,2026-03-24,5.556016,17.09,JMREY.PK
JNBBY.PK,2026-03-24,1.508636,8.86,JNBBY.PK
JNGDY.PK,2026-03-24,4.32908,0.0,JNGDY.PK
JNJ.N,2026-03-24,567.035724,235.42,JNJ.N
JNNLY.PK,2026-03-24,2.71747,0.0,JNNLY.PK
JOBY.K,2026-03-24,9.088222,9.28,JOBY.K
JOBY.N,2026-03-24,9.088222,9.28,JOBY.N
JOE.N,2026-03-24,3.687445,64.08,JOE.N
JOYY.O,2026-03-24,2.904107,58.1,JOYY.O
JPC.N,2026-03-24,2.903826,7.83,JPC.N
JPDYY.PK,2026-03-24,1.518551,7.07,JPDYY.PK
JPM.N,2026-03-24,781.896656,289.91,JPM.N
JPM_pc.N,2026-03-24,781.896656,24.99,JPM_pc.N
JPM_pj.N,2026-03-24,781.896656,19.68,JPM_pj.N
JPNPY.PK,2026-03-24,10.94604,0.0,JPNPY.PK
JPPHY.PK,2026-03-24,33.861396,12.01,JPPHY.PK
JPPTY.PK,2026-03-24,58.187309,16.4,JPPTY.PK
JPSWY.PK,2026-03-24,4.348091,32.75,JPSWY.PK
JPXGY.PK,2026-03-24,12.028704,11.79,JPXGY.PK
JRONY.PK,2026-03-24,14.532793,46.58,JRONY.PK
JSAIY.PK,2026-03-24,9.819546,17.95,JSAIY.PK
JSGRY.PK,2026-03-24,3.01888,21.0,JSGRY.PK
JTEKY.PK,2026-03-24,3.409708,30.95,JTEKY.PK
JTGEY.PK,2026-03-24,10.707027,0.0,JTGEY.PK
JTKWY.PK,2026-03-24,4.909804,4.65,JTKWY.PK
JTTRY.PK,2026-03-24,2.970799,16.24,JTTRY.PK
JUMSY.PK,2026-03-24,3.485452,26.15,JUMSY.PK
JVCZY.PK,2026-03-24,1.190433,29.5,JVCZY.PK
JXAMY.PK,2026-03-24,20.845441,53.11,JXAMY.PK
JXHLY.PK,2026-03-24,23.004868,17.58,JXHLY.PK
JXN.N,2026-03-24,7.386964,104.51,JXN.N
JYSKY.PK,2026-03-24,8.077607,28.7,JYSKY.PK
KAEPY.PK,2026-03-24,17.800979,7.94,KAEPY.PK
KAI.N,2026-03-24,3.68183,312.31,KAI.N
KAIKY.PK,2026-03-24,10.418872,16.8,KAIKY.PK
KAJMY.PK,2026-03-24,19.603952,38.69,KAJMY.PK
KALU.O,2026-03-24,1.805681,111.39,KALU.O
KAOOY.PK,2026-03-24,17.241553,7.61,KAOOY.PK
KARO.O,2026-03-24,1.429742,46.28,KARO.O
KB.N,2026-03-24,36.841146,102.58,KB.N
KBCSY.PK,2026-03-24,50.425907,60.92,KBCSY.PK
KBDC.K,2026-03-24,0.942375,14.07,KBDC.K
KBDCY.PK,2026-03-24,4.889798,15.05,KBDCY.PK
KBGGY.PK,2026-03-24,36.741599,20.37,KBGGY.PK
KBH.N,2026-03-24,3.315913,53.19,KBH.N
KBR.N,2026-03-24,4.785479,37.84,KBR.N
KC.O,2026-03-24,4.13903,13.7,KC.O
KCDMY.PK,2026-03-24,6.83814,11.34,KCDMY.PK
KD.N,2026-03-24,2.919541,12.95,KD.N
KDDIF.PK,2026-03-24,70.775495,14.79,KDDIF.PK
KDDIY.PK,2026-03-24,70.775495,16.84,KDDIY.PK
KDK.O,2026-03-24,1.365514,7.48,KDK.O
KDOKY.PK,2026-03-24,3.221869,10.4,KDOKY.PK
KDP.O,2026-03-24,36.072584,26.55,KDP.O
KEN.N,2026-03-24,4.190557,80.42,KEN.N
KEP.N,2026-03-24,20.186871,16.14,KEP.N
KERCY.PK,2026-03-24,3.956871,17.88,KERCY.PK
KEX.N,2026-03-24,7.011482,130.76,KEX.N
KEY.N,2026-03-24,21.411572,19.65,KEY.N
KEY_pi.N,2026-03-24,21.411572,24.87,KEY_pi.N
KEYRY.PK,2026-03-24,10.898386,0.0,KEYRY.PK
KEYS.K,2026-03-24,49.557361,288.96,KEYS.K
KEYS.N,2026-03-24,49.557361,288.96,KEYS.N
KFY.N,2026-03-24,3.263179,62.89,KFY.N
KGBLY.PK,2026-03-24,7.965094,40.1,KGBLY.PK
KGC.N,2026-03-24,33.276886,27.81,KGC.N
KGCRF.PK,2026-03-24,33.276886,1.33,KGCRF.PK
KGDEY.PK,2026-03-24,4.227662,114.4,KGDEY.PK
KGFHY.PK,2026-03-24,6.681727,7.98,KGFHY.PK
KGFTY.PK,2026-03-24,4.111906,0.0,KGFTY.PK
KGS.N,2026-03-24,5.023359,58.5,KGS.N
KGSPY.PK,2026-03-24,14.865962,83.97,KGSPY.PK
KGTFY.PK,2026-03-24,14.417734,19.95,KGTFY.PK
KGTHY.PK,2026-03-24,2.20236,9.0,KGTHY.PK
KHC.O,2026-03-24,25.107226,21.21,KHC.O
KHNGY.PK,2026-03-24,25.80137,43.09,KHNGY.PK
KHOLY.PK,2026-03-24,11.175443,21.12,KHOLY.PK
KIGRY.PK,2026-03-24,6.931813,13.24,KIGRY.PK
KIKOY.PK,2026-03-24,8.214612,17.57,KIKOY.PK
KIM.N,2026-03-24,15.301313,22.7,KIM.N
KIM_pl.N,2026-03-24,15.301313,19.56,KIM_pl.N
KIROY.PK,2026-03-24,5.620034,5.97,KIROY.PK
KKMMY.PK,2026-03-24,2.541693,0.0,KKMMY.PK
KKOYY.PK,2026-03-24,8.786167,11.04,KKOYY.PK
KKPNY.PK,2026-03-24,20.640768,5.38,KKPNY.PK
KKR.N,2026-03-24,80.988483,90.84,KKR.N
KKR_pd.N,2026-03-24,80.988483,40.09,KKR_pd.N
KKRT.N,2026-03-24,80.988483,24.76,KKRT.N
KKSIY.PK,2026-03-24,8.230266,0.0,KKSIY.PK
KLAC.O,2026-03-24,198.113122,1511.43,KLAC.O
KLAR.K,2026-03-24,4.922703,13.04,KLAR.K
KLAR.N,2026-03-24,4.922703,13.04,KLAR.N
KLBAY.PK,2026-03-24,4.547246,7.09,KLBAY.PK
KLCCY.PK,2026-03-24,1.371421,0.0,KLCCY.PK
KLGSY.PK,2026-03-24,1.534399,0.0,KLGSY.PK
KLIC.O,2026-03-24,3.416921,65.3,KLIC.O
KLKBY.PK,2026-03-24,5.620707,5.5,KLKBY.PK
KLPPY.PK,2026-03-24,10.461488,20.41,KLPPY.PK
KLYCY.PK,2026-03-24,9.174684,11.37,KLYCY.PK
KMB.N,2026-03-24,33.00968,99.41,KMB.N
KMI.N,2026-03-24,74.998224,33.71,KMI.N
KMPB.N,2026-03-24,1.825437,22.4,KMPB.N
KMPR.K,2026-03-24,1.825437,31.09,KMPR.K
KMPR.N,2026-03-24,1.825437,31.09,KMPR.N
KMRSF.PK,2026-03-24,3.264989,0.0,KMRSF.PK
KMT.N,2026-03-24,2.714963,35.63,KMT.N
KMTS.O,2026-03-24,1.143534,19.59,KMTS.O
KMTUY.PK,2026-03-24,36.74267,38.83,KMTUY.PK
KMX.N,2026-03-24,6.081658,42.89,KMX.N
KN.N,2026-03-24,2.163045,25.29,KN.N
KNBWF.PK,2026-03-24,12.585344,15.92,KNBWF.PK
KNBWY.PK,2026-03-24,12.585344,15.32,KNBWY.PK
KNCAY.PK,2026-03-24,1.585123,7.74,KNCAY.PK
KNCRY.PK,2026-03-24,8.148591,20.0,KNCRY.PK
KNF.N,2026-03-24,4.799455,84.7,KNF.N
KNRRY.PK,2026-03-24,18.550036,29.02,KNRRY.PK
KNSA.O,2026-03-24,3.523689,46.04,KNSA.O
KNSL.K,2026-03-24,7.595363,328.05,KNSL.K
KNSL.N,2026-03-24,7.595363,328.05,KNSL.N
KNTK.K,2026-03-24,7.428015,45.81,KNTK.K
KNTK.N,2026-03-24,7.428015,45.81,KNTK.N
KNTNF.PK,2026-03-24,3.859401,15.76,KNTNF.PK
KNWAY.PK,2026-03-24,37.28023,0.0,KNWAY.PK
KNX.N,2026-03-24,8.798607,54.17,KNX.N
KNYJF.PK,2026-03-24,28.912113,61.87,KNYJF.PK
KNYJY.PK,2026-03-24,28.912113,32.07,KNYJY.PK
KO.N,2026-03-24,323.284923,75.11,KO.N
KOBCY.PK,2026-03-24,6.196281,11.5,KOBCY.PK
KOD.O,2026-03-24,1.356608,22.24,KOD.O
KOF.N,2026-03-24,19.620133,93.55,KOF.N
KONMY.PK,2026-03-24,17.75748,65.96,KONMY.PK
KOS.N,2026-03-24,1.595573,2.69,KOS.N
KOTMY.PK,2026-03-24,4.863387,15.7,KOTMY.PK
KOZAY.PK,2026-03-24,3.356197,8.0,KOZAY.PK
KPCPY.PK,2026-03-24,13.480159,23.29,KPCPY.PK
KPELF.PK,2026-03-24,17.258155,9.29,KPELF.PK
KPELY.PK,2026-03-24,17.258155,19.42,KPELY.PK
KPLUF.PK,2026-03-24,3.159071,20.62,KPLUF.PK
KPLUY.PK,2026-03-24,3.159071,8.93,KPLUY.PK
KPTCY.PK,2026-03-24,2.708457,8.02,KPTCY.PK
KR.N,2026-03-24,44.6378,72.7,KR.N
KRC.N,2026-03-24,3.402223,28.71,KRC.N
KREVF.PK,2026-03-24,3.479424,0.68,KREVF.PK
KRG.N,2026-03-24,5.093295,24.63,KRG.N
KRMN.K,2026-03-24,13.548494,102.39,KRMN.K
KRMN.N,2026-03-24,13.548494,102.39,KRMN.N
KRNGY.PK,2026-03-24,1.034731,2.47,KRNGY.PK
KRNTY.PK,2026-03-24,4.284901,71.54,KRNTY.PK
KRP.N,2026-03-24,1.582023,14.5,KRP.N
KRYAY.PK,2026-03-24,11.995399,75.09,KRYAY.PK
KRYPY.PK,2026-03-24,4.105669,13.2,KRYPY.PK
KRYS.O,2026-03-24,7.310386,250.08,KRYS.O
KSHTY.PK,2026-03-24,29.3392,1.33,KSHTY.PK
KSPI.O,2026-03-24,14.221718,73.7,KSPI.O
KSRYY.PK,2026-03-24,2.230867,7.36,KSRYY.PK
KSS.N,2026-03-24,1.47562,13.15,KSS.N
KT.N,2026-03-24,10.052388,21.26,KT.N
KTB.N,2026-03-24,3.860054,69.86,KTB.N
KTOS.O,2026-03-24,15.629754,83.69,KTOS.O
KTWIY.PK,2026-03-24,5.517021,99.11,KTWIY.PK
KUBTY.PK,2026-03-24,17.990332,79.02,KUBTY.PK
KURRY.PK,2026-03-24,3.124733,33.0,KURRY.PK
KVUE.K,2026-03-24,33.734485,17.6,KVUE.K
KVUE.N,2026-03-24,33.734485,17.6,KVUE.N
KVYO.K,2026-03-24,5.781565,18.97,KVYO.K
KVYO.N,2026-03-24,5.781565,18.97,KVYO.N
KW.N,2026-03-24,1.507879,10.89,KW.N
KWHIY.PK,2026-03-24,16.025864,40.42,KWHIY.PK
KWR.N,2026-03-24,2.049526,118.23,KWR.N
KXIAY.PK,2026-03-24,72.672213,14.4,KXIAY.PK
KYCCF.PK,2026-03-24,86.795193,367.54,KYCCF.PK
KYHHY.PK,2026-03-24,3.654648,12.95,KYHHY.PK
KYIV.O,2026-03-24,2.421759,10.49,KYIV.O
KYKOY.PK,2026-03-24,7.946062,12.3,KYKOY.PK
KYMR.O,2026-03-24,6.283199,76.96,KYMR.O
KYN.N,2026-03-24,2.369456,14.01,KYN.N
KYOCY.PK,2026-03-24,22.981748,15.17,KYOCY.PK
KYSEY.PK,2026-03-24,5.245265,12.55,KYSEY.PK
KYTFY.PK,2026-03-24,8.15846,0.0,KYTFY.PK
KZHXY.PK,2026-03-24,1.012236,25.21,KZHXY.PK
L.N,2026-03-24,21.934328,106.45,L.N
LAC.N,2026-03-24,1.368552,3.94,LAC.N
LAD.N,2026-03-24,5.885002,252.58,LAD.N
LADR.K,2026-03-24,1.265974,9.95,LADR.K
LADR.N,2026-03-24,1.265974,9.95,LADR.N
LAMR.O,2026-03-24,12.881149,127.12,LAMR.O
LAR.N,2026-03-24,1.027231,6.27,LAR.N
LASR.O,2026-03-24,3.902603,69.95,LASR.O
LAUR.O,2026-03-24,4.903244,34.35,LAUR.O
LAZ.N,2026-03-24,3.77134,40.16,LAZ.N
LB.N,2026-03-24,5.574314,72.31,LB.N
LBKCY.PK,2026-03-24,1.308135,0.0,LBKCY.PK
LBRDA.O,2026-03-24,7.224712,50.22,LBRDA.O
LBRDB.PK,2026-03-24,7.224712,49.0,LBRDB.PK
LBRDK.O,2026-03-24,7.224712,50.37,LBRDK.O
LBRDP.O,2026-03-24,7.224712,24.0,LBRDP.O
LBRT.K,2026-03-24,4.71732,29.11,LBRT.K
LBRT.N,2026-03-24,4.71732,29.11,LBRT.N
LBTYA.O,2026-03-24,4.03241,12.08,LBTYA.O
LBTYB.O,2026-03-24,4.03241,13.44,LBTYB.O
LBTYK.O,2026-03-24,4.03241,11.86,LBTYK.O
LC.N,2026-03-24,1.692003,14.69,LC.N
LCID.O,2026-03-24,3.378425,10.31,LCID.O
LCII.K,2026-03-24,2.937284,121.37,LCII.K
LCII.N,2026-03-24,2.937284,121.37,LCII.N
LCSHF.PK,2026-03-24,1.870926,8.31,LCSHF.PK
LCSHY.PK,2026-03-24,1.870926,16.0,LCSHY.PK
LDBTY.PK,2026-03-24,12.525,0.0,LDBTY.PK
LDGYY.PK,2026-03-24,1.842201,17.5,LDGYY.PK
LDI.N,2026-03-24,0.502543,1.5,LDI.N
LDOS.K,2026-03-24,20.468427,162.54,LDOS.K
LDOS.N,2026-03-24,20.468427,162.54,LDOS.N
LDSCY.PK,2026-03-24,5.446069,7.34,LDSCY.PK
LEA.N,2026-03-24,6.03048,118.88,LEA.N
LECO.O,2026-03-24,13.853965,252.7,LECO.O
LEG.N,2026-03-24,1.362852,10.03,LEG.N
LEGN.O,2026-03-24,3.186786,17.23,LEGN.O
LEN.N,2026-03-24,22.999869,93.46,LEN.N
LENb.N,2026-03-24,22.999869,88.87,LENb.N
LEU.N,2026-03-24,3.807256,193.61,LEU.N
LEVI.K,2026-03-24,7.160738,18.62,LEVI.K
LEVI.N,2026-03-24,7.160738,18.62,LEVI.N
LFCBY.PK,2026-03-24,12.577072,15.02,LFCBY.PK
LFST.O,2026-03-24,2.545284,6.53,LFST.O
LFUS.O,2026-03-24,8.30853,330.2,LFUS.O
LGEIY.PK,2026-03-24,13.135651,0.0,LGEIY.PK
LGFRY.PK,2026-03-24,7.443186,10.61,LGFRY.PK
LGGNY.PK,2026-03-24,17.980312,15.98,LGGNY.PK
LGIH.O,2026-03-24,0.839962,36.31,LGIH.O
LGMMY.PK,2026-03-24,4.791293,17.8,LGMMY.PK
LGN.O,2026-03-24,5.627469,52.16,LGN.O
LGND.O,2026-03-24,3.995407,200.36,LGND.O
LGNDZ.PK,2026-03-24,3.995407,0.0,LGNDZ.PK
LGNXZ.PK,2026-03-24,3.995407,0.0,LGNXZ.PK
LGNYZ.PK,2026-03-24,3.995407,0.06,LGNYZ.PK
LGNZZ.PK,2026-03-24,3.995407,0.08,LGNZZ.PK
LGRDY.PK,2026-03-24,40.855476,31.41,LGRDY.PK
LGRVF.PK,2026-03-24,40.855476,161.0,LGRVF.PK
LH.N,2026-03-24,21.788208,264.42,LH.N
LHX.N,2026-03-24,64.527463,345.48,LHX.N
LI.O,2026-03-24,18.670834,17.13,LI.O
LIF.O,2026-03-24,2.31501,41.19,LIF.O
LII.N,2026-03-24,16.599596,476.96,LII.N
LILA.O,2026-03-24,1.649494,8.17,LILA.O
LILAB.PK,2026-03-24,1.649494,9.0,LILAB.PK
LILAK.O,2026-03-24,1.649494,8.25,LILAK.O
LIN.O,2026-03-24,221.525576,478.05,LIN.O
LINE.O,2026-03-24,8.00004,35.23,LINE.O
LION.N,2026-03-24,2.800307,9.65,LION.N
LION.O,2026-03-24,2.800307,9.65,LION.O
LIOPY.PK,2026-03-24,2.841447,16.4,LIOPY.PK
LITE.O,2026-03-24,52.04703,728.95,LITE.O
LIVN.O,2026-03-24,3.458588,63.24,LIVN.O
LKFKY.PK,2026-03-24,1.798806,13.01,LKFKY.PK
LKFN.O,2026-03-24,1.480065,56.79,LKFN.O
LKHLY.PK,2026-03-24,1.447955,18.15,LKHLY.PK
LKNCY.PK,2026-03-24,9.304843,32.8,LKNCY.PK
LKQ.O,2026-03-24,7.345258,28.79,LKQ.O
LLESF.PK,2026-03-24,1.578416,3.2,LLESF.PK
LLESY.PK,2026-03-24,1.578416,2.37,LLESY.PK
LLY.N,2026-03-24,860.304832,910.55,LLY.N
LLYVA.O,2026-03-24,8.492206,90.57,LLYVA.O
LLYVB.PK,2026-03-24,8.492206,96.12,LLYVB.PK
LLYVK.O,2026-03-24,8.492206,92.95,LLYVK.O
LMAT.O,2026-03-24,2.456874,107.86,LMAT.O
LMND.K,2026-03-24,5.10776,66.87,LMND.K
LMND.N,2026-03-24,5.10776,66.87,LMND.N
LMPMY.PK,2026-03-24,1.951949,4.7,LMPMY.PK
LMRI.O,2026-03-24,1.046842,11.07,LMRI.O
LMT.N,2026-03-24,141.786948,616.25,LMT.N
LNC.N,2026-03-24,6.596137,34.7,LNC.N
LNDMY.PK,2026-03-24,19.875401,27.0,LNDMY.PK
LNG.N,2026-03-24,60.370268,287.2,LNG.N
LNN.N,2026-03-24,1.240446,118.65,LNN.N
LNNGY.PK,2026-03-24,7.259508,69.1,LNNGY.PK
LNT.O,2026-03-24,17.786431,69.17,LNT.O
LNTCY.PK,2026-03-24,21.076931,15.0,LNTCY.PK
LNTH.O,2026-03-24,4.9203,75.73,LNTH.O
LNVGF.PK,2026-03-24,14.632282,1.2,LNVGF.PK
LNVGY.PK,2026-03-24,14.632282,23.17,LNVGY.PK
LNWO.PK,2026-03-24,6.656464,82.2,LNWO.PK
LNXSF.PK,2026-03-24,1.272364,13.51,LNXSF.PK
LNXSY.PK,2026-03-24,1.272364,3.0,LNXSY.PK
LNZNY.PK,2026-03-24,0.991928,0.0,LNZNY.PK
LOAR.N,2026-03-24,5.508746,58.84,LOAR.N
LOB.N,2026-03-24,1.513692,32.75,LOB.N
LOBLY.PK,2026-03-24,53.923538,14.44,LOBLY.PK
LOGI.O,2026-03-24,14.511912,90.9,LOGI.O
LOIMY.PK,2026-03-24,2.993309,89.85,LOIMY.PK
LOMA.K,2026-03-24,1.322856,10.78,LOMA.K
LOMA.N,2026-03-24,1.322856,10.78,LOMA.N
LOPE.O,2026-03-24,4.5544,167.79,LOPE.O
LOTBY.PK,2026-03-24,9.091988,125.14,LOTBY.PK
LOTMY.PK,2026-03-24,7.193781,28.66,LOTMY.PK
LOW.N,2026-03-24,131.41425,234.25,LOW.N
LPA.N,2026-03-24,0.090743,2.91,LPA.N
LPG.N,2026-03-24,1.424661,33.33,LPG.N
LPGCY.PK,2026-03-24,14.632251,7.64,LPGCY.PK
LPL.N,2026-03-24,3.850811,4.29,LPL.N
LPLA.O,2026-03-24,24.046477,300.28,LPLA.O
LPPSY.PK,2026-03-24,9.805157,20.41,LPPSY.PK
LPX.N,2026-03-24,5.073791,72.64,LPX.N
LQDA.O,2026-03-24,3.128062,35.5,LQDA.O
LRCX.O,2026-03-24,291.350762,233.31,LRCX.O
LRLCY.PK,2026-03-24,213.006787,80.1,LRLCY.PK
LRN.N,2026-03-24,3.718537,87.33,LRN.N
LRVIY.PK,2026-03-24,4.623845,0.0,LRVIY.PK
LSCC.O,2026-03-24,12.634417,92.31,LSCC.O
LSEGY.PK,2026-03-24,56.267924,28.69,LSEGY.PK
LSHGY.PK,2026-03-24,1.696368,0.0,LSHGY.PK
LSPD.K,2026-03-24,1.248466,8.93,LSPD.K
LSRCY.PK,2026-03-24,18.966784,42.4,LSRCY.PK
LSTR.O,2026-03-24,5.121751,150.38,LSTR.O
LTC.N,2026-03-24,1.779823,36.69,LTC.N
LTGHY.PK,2026-03-24,0.93719,2.49,LTGHY.PK
LTH.N,2026-03-24,5.868962,26.46,LTH.N
LTM.N,2026-03-24,14.348456,49.62,LTM.N
LTORY.PK,2026-03-24,49.084507,0.0,LTORY.PK
LU.N,2026-03-24,1.629375,1.88,LU.N
LUCK.K,2026-03-24,1.083735,7.87,LUCK.K
LUCK.N,2026-03-24,1.083735,7.87,LUCK.N
LUCKY.PK,2026-03-24,1.86328,0.0,LUCKY.PK
LUGDF.PK,2026-03-24,17.107643,71.1,LUGDF.PK
LUKFY.PK,2026-03-24,64.639085,0.0,LUKFY.PK
LULU.O,2026-03-24,19.002103,164.38,LULU.O
LUMN.K,2026-03-24,6.934982,6.77,LUMN.K
LUMN.N,2026-03-24,6.934982,6.77,LUMN.N
LUNMF.PK,2026-03-24,19.875401,23.22,LUNMF.PK
LUNR.O,2026-03-24,4.403223,20.31,LUNR.O
LUV.N,2026-03-24,19.824681,40.35,LUV.N
LUXE.K,2026-03-24,1.089857,7.94,LUXE.K
LUXE.N,2026-03-24,1.089857,7.94,LUXE.N
LVMUY.PK,2026-03-24,268.680697,108.95,LVMUY.PK
LVS.N,2026-03-24,36.283179,54.0,LVS.N
LW.N,2026-03-24,5.676021,40.87,LW.N
LXP.N,2026-03-24,2.771895,46.92,LXP.N
LXP_pc.N,2026-03-24,2.771895,46.52,LXP_pc.N
LXU.N,2026-03-24,1.03675,14.43,LXU.N
LYB.N,2026-03-24,23.025488,71.47,LYB.N
LYFT.O,2026-03-24,5.310755,13.34,LYFT.O
LYG.N,2026-03-24,72.604421,5.03,LYG.N
LYSCF.PK,2026-03-24,13.796789,13.6,LYSCF.PK
LYSDY.PK,2026-03-24,13.796789,13.66,LYSDY.PK
LYSFY.PK,2026-03-24,2.986656,9.76,LYSFY.PK
LYV.N,2026-03-24,35.28047,151.83,LYV.N
LZ.O,2026-03-24,1.085953,6.28,LZ.O
LZAGY.PK,2026-03-24,41.661435,59.66,LZAGY.PK
LZB.N,2026-03-24,1.343525,32.83,LZB.N
LZRFY.PK,2026-03-24,10.089663,9.11,LZRFY.PK
M.N,2026-03-24,4.74189,18.03,M.N
MA.N,2026-03-24,446.245044,500.38,MA.N
MAA.N,2026-03-24,14.307516,122.39,MAA.N
MAA_pi.N,2026-03-24,14.307516,53.12,MAA_pi.N
MAAS.O,2026-03-24,1.976099,5.57,MAAS.O
MAC.N,2026-03-24,4.743275,18.48,MAC.N
MAEOY.PK,2026-03-24,11.355029,24.56,MAEOY.PK
MAHDY.PK,2026-03-24,37.880663,0.0,MAHDY.PK
