ric,current_price,capitalization
BTT.N,22.79,1.450023
BTTAY.PK,24.23,0.743096
BTU.N,23.6,2.87448
BTX.N,8.39,0.979199
BUD.N,79.33,142.441089
BUGDF.PK,4.75,4.423536
BUHPY.PK,59.68,4.423536
BULL.O,7.28,3.87164
BUR.N,4.2,0.922255
BURBY.PK,14.41,5.228917
BURL.K,327.59,20.619237
BURL.N,327.59,20.619237
BUSE.O,29.27,2.475573
BV.N,14.33,1.335556
BVC.O,11.71,0.093534
BVENY.PK,3.56,1.709502
BVGLY.PK,9.25,1.331266
BVHMY.PK,3.33,1.076912
BVILY.PK,28.87,3.143697
BVN.N,29.82,9.49891
BVNRY.PK,9.14,2.233691
BVRDF.PK,29.42,14.21408
BVVBY.PK,62.14,14.21408
BW.N,10.93,1.624689
BWA.N,63.64,13.053515
BWERY.PK,59.64,1.333469
BWIN.O,27.32,3.894948
BWLP.K,20.13,3.202933
BWNB.N,25.1,1.624689
BWOFY.PK,9.25,0.853697
BWVTF.PK,115.0,92.339347
BWXT.K,177.14,16.228619
BWXT.N,177.14,16.228619
BX.N,122.04,144.92891
BXBLY.PK,26.07,17.329952
BXCAP.PK,0.0,4.074245
BXDC.N,20.78,1.81825
BXMT.K,16.82,2.837257
BXMT.N,16.82,2.837257
BXMX.K,13.26,1.381232
BXMX.N,13.26,1.381232
BXP.N,67.04,10.691364
BXRLY.PK,0.0,2.206912
BXSL.K,23.37,5.437077
BXSL.N,23.37,5.437077
BY.N,37.37,1.696944
BYD.N,85.75,6.373811
BYDDF.PK,10.56,109.198757
BYDDY.PK,10.58,109.198757
BYDIY.PK,136.9,6.16954
BYITY.PK,9.88,1.30563
BYSD.PK,1.06,0.017287
BZ.O,14.28,6.76032
BZLEY.PK,34.27,10.340127
BZLFY.PK,17.99,11.693694
BZQIY.PK,12.4,6.459865
BZZUY.PK,25.57,9.723753
C.N,140.71,239.991733
CAAP.K,24.73,4.085869
CAAP.N,24.73,4.085869
CABGY.PK,27.92,19.639217
CACC.O,626.13,6.549364
CACI.K,477.97,10.558981
CACI.N,477.97,10.558981
CAE.N,24.91,8.007114
CAG.N,14.33,6.856004
CAH.N,233.66,54.72454
CAHPF.PK,7.66,16.12055
CAI.O,17.06,4.822533
CAIXY.PK,4.65,98.804244
CAJPY.PK,26.65,35.569225
CAKE.O,81.95,4.071715
CALM.O,83.41,3.951681
CALX.K,39.73,2.534071
CALX.N,39.73,2.534071
CALY.K,18.47,3.320122
CALY.N,18.47,3.320122
CALY.O,50.42,0.413403
CAMT.O,136.78,6.381679
CAOVY.PK,8.4,18.29384
CAPMF.PK,105.99,17.768823
CAPR.O,20.61,1.193564
CAR.O,155.85,5.505399
CARCY.PK,4.68,0.908541
CARG.O,33.75,3.043815
CARR.K,68.61,56.986123
CARR.N,68.61,56.986123
CART.O,48.28,11.347239
CASH.O,90.78,1.916369
CASY.O,859.1,31.790922
CAT.N,931.47,429.027614
CATY.O,61.66,4.133407
CAVA.K,72.54,8.449014
CAVA.N,72.54,8.449014
CB.N,354.74,137.589494
CBAGY.PK,0.0,1.62406
CBC.O,31.17,7.473574
CBGPY.PK,10.48,0.836006
CBL.N,51.7,1.599844
CBLNY.PK,8.59,1.038389
CBLUY.PK,16.95,1.205805
CBOE.K,277.13,29.002703
CBQRL.PK,0.0,4.490033
CBRE.K,138.03,40.417472
CBRE.N,138.03,40.417472
CBSH.O,58.49,8.526506
CBT.N,87.84,4.534425
CBU.N,67.69,3.557443
CBUMY.PK,25.0,3.90429
CBZ.N,40.47,2.171164
CC.N,18.12,2.724844
CCB.O,78.6,1.198556
CCC.O,6.23,3.65664
CCEC.O,22.38,1.345339
CCEP.O,106.0,46.98107
CCHGY.PK,65.64,23.93153
CCI.N,79.84,34.846326
CCJ.N,90.2,39.285358
CCK.N,109.74,12.263074
CCL.N,26.61,36.446363
CCO.N,2.41,1.22665
CCOEY.PK,10.26,10.997127
CCOI.O,12.93,0.647504
CCOJY.PK,13.85,4.389493
CCOZY.PK,29.59,22.600121
CCS.N,64.3,1.849866
CCU.N,11.03,2.099457
CCZ.N,66.5,60.758068
CDDRF.PK,8.98,2.133532
CDE.N,15.59,16.065819
CDEVY.PK,5.81,5.471017
CDGLY.PK,20.9,2.2658
CDLR.K,22.48,2.194315
CDLR.N,22.48,2.194315
CDNA.O,28.76,1.485727
CDNS.O,377.92,104.236383
CDP.N,36.47,4.134855
CDPYF.PK,25.02,3.821278
CDRE.K,28.33,1.212452
CDRE.N,28.33,1.212452
CDTHY.PK,0.0,0.91032
CDULY.PK,0.0,7.691137
CDW.O,144.35,18.441849
CE.N,47.92,5.255029
CECO.O,81.9,4.783208
CEF.N,39.77,7.309313
CEG.O,257.57,92.493907
CELC.O,103.79,5.061453
CELH.O,29.83,7.625752
CELJF.PK,10.0,1.697675
CENT.O,43.13,2.416428
CENTA.O,37.63,2.416428
CENX.O,45.41,4.494411
CEPU.K,14.78,2.343554
CEPU.N,14.78,2.343554
CERT.O,6.79,1.056284
CESDF.PK,11.78,2.47894
CET.N,52.96,1.56552
CEVIY.PK,5.4,1.195215
CEVMY.PK,15.45,6.190438
CEZZY.PK,23.9,32.69145
CF.N,120.92,18.576852
CFACY.PK,17.9,2.702993
CFDZY.PK,0.0,2.065021
CFEIY.PK,4.39,3.348879
CFG.N,70.36,29.753973
CFIGY.PK,43.7,5.002284
CFLT.O,30.99,11.133731
CFR.N,157.9,9.915654
CFRUY.PK,22.51,121.556657
CG.O,44.14,15.889271
CGASY.PK,19.68,4.400981
CGAU.K,15.87,3.139985
CGEMY.PK,20.75,17.768823
CGHLY.PK,17.2,3.870888
CGKEY.PK,9.69,2.181082
CGNX.O,63.91,10.635867
CGON.O,72.5,6.394679
CGXYY.PK,27.67,17.284119
CHA.O,11.68,2.228116
CHBAY.PK,75.71,13.204339
CHBBY.PK,0.0,1.699713
CHCJY.PK,17.19,57.272984
CHCLY.PK,70.95,3.385182
CHCO.O,133.98,1.890614
CHD.N,97.16,23.02144
CHDAX.O,13.68,14.023653
CHDBX.O,13.45,14.023653
CHDDX.O,13.76,14.023653
CHDN.O,83.75,5.837116
CHDRF.PK,504.82,93.571615
CHDRY.PK,128.76,93.571615
CHE.N,492.27,6.534443
CHEF.O,97.44,3.973372
CHEOY.PK,42.06,5.513334
CHFFF.PK,0.67,3.667167
CHFFY.PK,6.45,3.667167
CHFHY.PK,9.46,1.156364
CHGCY.PK,22.34,75.079392
CHH.N,108.74,4.94718
CHHQY.PK,27.01,26.911728
CHJTF.PK,0.98,11.996581
CHKP.O,134.32,13.973015
CHLLY.PK,4.1,2.579268
CHLSY.PK,11.54,27.339413
CHNEY.PK,11.52,10.933428
CHPCY.PK,0.0,82.366006
CHRD.O,122.36,6.888768
CHRNY.PK,0.0,6.178881
CHRW.O,196.5,23.162053
CHRYY.PK,27.8,2.401309
CHSFY.PK,0.0,1.066687
CHT.N,41.48,32.262278
CHTR.O,131.37,16.156479
CHVKY.PK,0.14,4.995475
CHWY.K,20.32,8.3195
CHWY.N,20.32,8.3195
CHYCY.PK,4.1,1.052955
CHYM.O,20.95,7.982351
CHYYY.PK,14.21,47.031068
CI.N,304.5,80.550117
CIADY.PK,21.42,8.348099
CIB.N,80.42,21.861119
CIBEY.PK,2.62,9.349449
CICB.N,25.06,0.319149
CICC.N,24.38,0.319149
CICHF.PK,1.11,283.972399
CICHY.PK,20.86,283.972399
CICOY.PK,8.98,31.031193
CIEN.K,445.44,63.053334
CIEN.N,445.44,63.053334
CIFR.O,20.08,8.215753
CIG.N,2.13,7.142757
CIGc.N,3.13,7.142757
CIGI.O,96.68,4.944646
CIHKY.PK,29.26,140.327641
CII.N,25.65,1.12029
CIIHY.PK,32.65,59.559245
CILFY.PK,0.0,142.06731
CILJF.PK,3.51,142.06731
CIM.N,12.9,1.079034
CIM_pa.N,21.43,1.079034
CIM_pb.N,23.65,1.079034
CIM_pc.N,22.98,1.079034
CIM_pd.N,23.86,1.079034
CIMN.N,25.4,1.079034
CIMO.N,25.56,1.079034
CIMP.N,25.42,1.079034
CINF.O,182.67,28.256627
CION.N,6.41,0.319149
CISEY.PK,0.0,9.065019
CITAY.PK,7.0,3.706895
CIVDX.O,11.05,5.064576
CIVI.K,27.38,2.336026
CIVJX.O,10.88,5.064576
CIVMX.O,11.11,5.064576
CJEWF.PK,1.4,14.636644
CJEWY.PK,15.12,14.636644
CJPRY.PK,11.22,22.643977
CKHGY.PK,142.58,33.316641
CKHUY.PK,8.69,33.61231
CKISF.PK,7.3,19.460488
CKISY.PK,43.5,19.460488
CKNHY.PK,23.5,1.865588
CKSNY.PK,5.75,1.477074
CL.N,93.21,74.585646
CLBEY.PK,4.58,2.477068
CLBK.O,21.29,2.215352
CLBT.O,16.13,4.023464
CLCGY.PK,26.76,3.108096
CLCHY.PK,0.0,2.306961
CLDX.O,38.53,3.0243
CLEGF.PK,17.14,21.58215
CLEGY.PK,0.0,21.58215
CLF.N,9.71,5.538726
CLH.N,303.64,16.046169
CLLNY.PK,14.18,19.416457
CLM.N,7.58,2.258249
CLMT.O,39.58,3.449284
CLOEF.PK,5.6,1.422397
CLOV.O,4.57,2.406947
CLPBY.PK,6.2,13.054844
CLPHF.PK,9.28,24.685713
CLPHY.PK,9.79,24.685713
CLPXY.PK,6.55,13.684792
CLRLY.PK,0.0,4.17182
CLS.N,345.18,39.688412
CLSK.O,12.36,3.171682
CLUS.PK,0.0,8.000877
CLVT.K,2.29,1.463806
CLVT.N,2.29,1.463806
CLX.N,95.05,11.493574
CLZNY.PK,9.12,3.180194
CM.N,117.37,107.273954
CMA.N,88.67,11.348052
CMAKY.PK,3.91,21.127963
CMBT.K,15.44,4.911738
CMC.N,63.67,7.043451
CMCLY.PK,148.88,50.900015
CMCSA.O,23.97,85.626319
CME.O,245.1,88.813507
CMG.N,36.63,46.986546
CMGJY.PK,0.0,9.349449
CMGMY.PK,7.12,1.962549
CMHHY.PK,16.63,7.213019
CMI.N,664.39,91.678556
CMP.N,29.53,1.23903
CMPBY.PK,0.0,1.377615
CMPCY.PK,4.0,5.031836
CMPGY.PK,32.39,54.890282
CMPIY.PK,0.0,1.52995
CMPO.O,14.26,4.133424
CMPR.O,99.9,2.420786
CMPRY.PK,0.0,3.611257
CMPX.O,2.26,0.406999
CMRE.K,15.46,1.866615
CMRE.N,15.46,1.866615
CMRE_pb.K,25.82,1.95
CMRE_pc.K,27.14,1.95
CMRE_pd.K,28.16,1.95
CMRF.PK,2.1,0.91665
CMS.N,75.75,23.40066
CMSA.N,21.2,23.40066
CMSC.N,22.06,23.40066
CMSD.N,22.33,23.40066
CMSQY.PK,27.48,15.896524
CMTOY.PK,19.84,4.374209
CMTSX.O,15.0,57.723333
CMTWX.O,14.75,57.723333
CMTYX.O,15.08,57.723333
CMWAY.PK,117.8,197.719429
CNA.N,51.91,14.043286
CNC.N,68.29,33.721397
CNGKY.PK,11.57,20.31225
CNGO.PK,23.5,1.661865
CNH.N,10.42,12.920285
CNHHY.PK,25.12,1.771288
CNI.N,125.31,76.691756
CNK.N,29.15,3.404363
CNL.N,12.28,1.145426
CNM.N,44.74,8.658086
CNMD.K,42.41,1.276931
CNMD.N,42.41,1.276931
CNMMY.PK,0.0,25.043034
CNO.N,52.2,4.872792
CNOB.O,32.27,1.62281
CNOBP.O,25.08,1.62281
CNP.N,44.13,28.868499
CNQ.N,43.05,89.387403
CNR.N,83.85,4.226678
CNS.N,76.57,3.936127
CNSWF.PK,2018.0,42.756341
CNSWY.PK,10.08,42.756341
CNTA.O,40.5,6.266523
CNVVY.PK,11.38,5.604001
CNX.N,32.34,4.575385
CNXC.O,24.88,1.518137
CNXN.O,78.49,1.979992
COCO.O,74.64,4.262602
CODLY.PK,0.0,5.340537
CODYY.PK,8.5,42.288969
COF.N,203.02,125.064275
COGNY.PK,0.42,0.945484
COGT.O,37.46,6.400715
COHR.N,307.39,60.137571
COHU.O,52.81,2.49133
COIHY.PK,19.54,5.476927
COIN.O,157.37,41.460821
COKE.O,178.01,11.84911
COLB.O,31.98,9.257902
COLD.K,15.69,4.476452
COLD.N,15.69,4.476452
COLL.O,34.82,1.129344
COLM.O,63.72,3.258691
COMP.K,11.5,8.59226
COMP.N,11.5,8.59226
CON.N,31.39,4.01672
COO.O,71.32,13.909585
COP.N,112.85,137.484478
COR.N,306.13,59.560977
CORT.O,85.9,9.221502
CORZ.O,22.71,7.219175
CORZR.PK,0.02,7.219175
COST.O,926.43,410.852068
COTY.K,2.24,1.972245
COTY.N,2.24,1.972245
COUR.K,5.67,1.623464
COUR.N,5.67,1.623464
COVTY.PK,34.01,14.172957
CP.N,91.35,81.127554
CPA.N,144.05,5.877162
CPAC.N,11.75,1.071384
CPAY.K,362.06,23.664936
CPAY.N,362.06,23.664936
CPB.N,22.16,6.605268
CPCAY.PK,8.33,10.208129
CPF.N,38.35,1.000982
CPFEY.PK,0.0,10.564231
CPK.N,133.91,3.214478
CPLFY.PK,0.0,12.091407
CPNG.K,17.92,32.16755
CPNG.N,17.92,32.16755
CPPBY.PK,23.4,9.009744
CPPCY.PK,12.81,12.562833
CPRI.K,17.47,2.005488
CPRI.N,17.47,2.005488
CPRT.O,27.44,25.408896
CPRX.O,31.48,3.853774
CPT.N,114.19,11.478348
CPWIY.PK,0.0,4.293054
CPXXY.PK,0.0,8.176442
CPYYY.PK,9.32,10.681813
CQP.N,64.16,31.056913
CR.N,215.85,12.464406
CRAI.O,169.01,1.092318
CRARY.PK,9.87,60.608528
CRAUY.PK,13.62,19.190119
CRBD.N,22.8,13.738588
CRBG.K,30.82,13.738588
CRBG.N,30.82,13.738588
CRBJY.PK,40.73,29.752054
CRC.N,53.34,4.73632
CRCBY.PK,39.0,10.620435
CRCCY.PK,10.28,22.022414
CRCL.K,63.0,15.66029
CRCL.N,63.0,15.66029
CRDIY.PK,35.99,13.344061
CRDO.O,236.88,44.172884
CRF.N,7.22,1.174326
CRGY.K,9.99,3.299214
CRGY.N,9.99,3.299214
CRH.N,102.71,68.630844
CRHKY.PK,5.89,9.487277
CRI.N,38.58,1.421678
CRK.N,13.24,3.888533
CRL.N,229.75,11.066536
CRLFF.PK,7.7,1.353694
CRM.N,171.22,140.22918
CRML.O,7.45,1.094321
CRMLY.PK,14.09,11.025895
CRNX.O,83.67,8.855652
CROX.O,130.46,6.482511
CRPAY.PK,12.83,8.139524
CRPFY.PK,8.4,2.065021
CRPHY.PK,3.03,1.287388
CRPJY.PK,35.39,11.576333
CRRFY.PK,3.77,13.962577
CRS.N,566.85,28.164289
CRSP.O,50.63,4.883202
CRTO.O,23.28,1.169693
CRUS.O,146.51,7.391828
CRVL.O,63.27,3.227343
CRWCY.PK,66.17,4.047462
CRWD.O,187.91,191.352912
CRWV.O,83.31,45.451466
CRYCY.PK,4.48,7.118858
CRZBY.PK,43.94,49.992841
CSAN.K,3.06,3.027976
CSAN.N,3.06,3.027976
CSCCY.PK,0.0,6.810604
CSCO.O,119.25,470.016084
CSGP.O,28.77,11.748394
CSGS.O,80.69,2.300464
CSGVY.PK,0.0,15.101747
CSGYY.PK,36.6,3.924704
CSIOY.PK,113.48,2.662328
CSIQ.O,14.73,1.000119
CSL.N,333.2,13.482963
CSLLY.PK,21.1,40.189761
CSNVY.PK,23.0,1.362868
CSPCY.PK,4.18,11.996581
CSPDX.O,15.1,94.44784
CSPHX.O,14.85,94.44784
CSPJX.O,15.18,94.44784
CSPKY.PK,5.46,2.47537
CSQ.O,20.55,3.295596
CSR.N,55.78,0.93728
CSTL.O,22.98,0.696982
CSTM.K,28.81,3.922494
CSTM.N,28.81,3.922494
CSUAY.PK,21.07,133.151432
CSW.N,283.06,4.619393
CSWC.O,23.65,1.469628
CSWYY.PK,19.25,0.83465
CSX.O,49.64,92.238013
CSXXY.PK,35.02,6.835438
CSYJY.PK,9.36,0.660784
CTAS.O,183.75,73.525152
CTBI.O,72.24,1.312147
CTGCY.PK,0.0,15.4272
CTIHY.PK,68.96,8.481216
CTOS.K,10.67,2.426708
CTOS.N,10.67,2.426708
CTOWY.PK,14.93,20.817844
CTPCY.PK,6.66,41.262784
CTRA.K,32.56,24.724652
CTRA.N,32.56,24.724652
CTRE.K,40.33,9.527569
CTRE.N,40.33,9.527569
CTRI.K,25.87,2.61118
CTRI.N,25.87,2.61118
CTRYQ.PK,0.0,1.100356
CTS.N,59.07,1.688983
CTSH.O,44.16,20.926076
CTTAY.PK,8.21,16.631594
CTTPY.PK,15.9,0.874376
CTVA.K,86.07,57.565337
CTVA.N,86.07,57.565337
CTXAY.PK,51.08,6.086529
CUBB.N,21.88,2.57578
CUBE.K,40.61,9.194658
CUBE.N,40.61,9.194658
CUBI.K,76.15,2.57578
CUBI.N,76.15,2.57578
CUCSY.PK,13.5,3.570158
CUK.N,27.47,3.780699
CURB.K,30.31,3.456481
CURB.N,30.31,3.456481
CURLF.PK,10.06,2.333645
CURYY.PK,19.8,2.36399
CUYTY.PK,10.51,5.117142
CUZ.N,30.5,5.01848
CVBF.O,22.45,3.961419
CVCO.O,555.08,4.278296
CVCPY.PK,0.0,16.233945
CVE.N,27.61,51.428591
CVGYY.PK,0.0,1.106489
CVI.N,33.46,3.363754
CVLG.N,46.22,1.163403
CVLG.O,46.22,1.163403
CVLT.O,148.65,6.157334
CVNA.K,64.99,71.283355
CVNA.N,64.99,71.283355
CVS.N,105.9,135.120702
CVSA.N,133.18,4.532234
CVTV.PK,5.25,1.50339
CVX.N,182.2,362.869107
CW.N,740.06,27.338678
CWAN.K,24.56,7.330872
CWAN.N,24.56,7.330872
CWEN.N,33.19,6.812842
CWENa.N,40.43,6.812842
CWH.N,6.14,0.632339
CWK.N,13.32,3.120883
CWQXY.PK,26.75,6.334442
CWST.O,98.09,6.239499
CWT.N,50.0,2.992663
CWYUF.PK,21.34,3.103167
CX.N,12.45,18.840922
CXM.N,5.73,1.342131
CXT.N,50.47,2.904163
CXW.N,31.43,3.108064
CYATY.PK,19.08,250.368703
CYBR.O,408.85,20.637502
CYD.N,44.43,1.666939
CYFWY.PK,16.16,2.699832
CYGIY.PK,5.0,4.696552
CYJBY.PK,26.52,3.274938
CYPRY.PK,0.0,1.970619
CYRAY.PK,0.0,1.970619
CYRBY.PK,4.55,1.970619
CYTK.O,82.24,11.149758
CZMWY.PK,35.67,3.221612
CZR.O,29.66,6.041551
D.N,70.8,62.269484
DAC.N,129.35,2.354631
DAKT.O,20.21,0.975837
DAL.N,86.19,56.680529
DAN.N,27.24,2.930335
DANOY.PK,16.42,56.3085
DAO.N,13.77,1.66527
DAR.N,62.03,9.858264
DASH.O,189.57,82.599198
DASTF.PK,21.1,28.577165
DASTY.PK,21.13,28.577165
DATWY.PK,84.0,2.450173
DAVE.O,389.56,4.952962
DAWN.O,21.53,2.224785
DAY.N,69.86,11.180043
DB.N,35.24,67.597152
DBD.N,85.63,2.965229
DBOEY.PK,29.09,54.51708
DBRG.K,15.69,2.898429
DBRG.N,15.69,2.898429
DBRG_ph.K,17.59,2.81
DBRG_pi.K,17.49,2.81
DBRG_pj.K,17.36,2.81
DBSDY.PK,218.67,155.889546
DBVT.O,15.98,0.950165
DBX.O,29.58,6.656505
DCBG.N,26.44,1.762334
DCCPY.PK,42.3,7.27718
DCH.N,5.12,1.215318
DCI.N,89.28,10.348539
DCIIY.PK,0.0,26.251588
DCO.N,163.5,2.466489
DCOM.N,39.95,1.762334
DCOM.O,39.95,1.762334
DCOMP.O,17.74,1.762334
DCYHY.PK,35.85,10.757154
DD.N,132.66,17.911674
DDOG.O,260.24,92.63508
DDS.N,525.51,8.208178
DE.N,585.64,158.086154
DEA.N,24.84,1.153802
DEC.N,13.74,0.993724
DECK.K,107.8,14.971367
DECK.N,107.8,14.971367
DEI.N,12.18,2.039971
DELHY.PK,4.14,12.818418
DELKY.PK,29.75,4.784589
DELL.K,427.11,275.973892
DELL.N,427.11,275.973892
DEO.N,82.5,46.173898
DFH.N,15.54,1.422461
DFIHY.PK,20.5,4.954362
DFIN.K,45.25,1.130452
DFIN.N,45.25,1.130452
DFKCY.PK,20.56,15.673371
DFTX.O,43.65,5.440219
DG.N,123.44,27.229216
DGGRY.PK,0.0,3.005106
DGII.O,66.23,2.497017
DGX.N,207.35,22.952905
DHC.O,8.75,2.118436
DHI.N,148.85,42.210825
DHLGY.PK,32.21,74.733791
DHR.N,200.16,141.667369
DHRPY.PK,5.06,1.560289
DHT.N,17.31,2.787631
DIDIY.PK,3.5,15.776307
DIFTY.PK,4.87,6.713303
DINO.K,81.7,14.728503
DINO.N,81.7,14.728503
DIOD.O,92.29,4.24024
DIS.N,96.0,166.705097
DJT.O,8.52,2.359647
DK.N,58.01,3.55529
DKILY.PK,15.45,45.302234
DKKHY.PK,0.0,5.366608
DKL.N,55.07,2.927973
DKNG.O,26.45,13.122607
DKS.N,216.1,19.341498
DLAKY.PK,10.27,12.509378
DLB.N,49.36,4.669363
DLELY.PK,0.0,152.939467
DLICY.PK,22.73,40.956041
DLMAY.PK,15.36,35.627259
DLO.O,14.92,4.390495
DLR.N,177.92,63.635891
DLR_pj.N,19.92,63.635891
DLR_pk.N,22.07,63.635891
DLR_pl.N,19.52,63.635891
DLTR.O,126.38,24.287024
DLTYY.PK,0.0,11.388978
DLX.N,25.15,1.151469
DMC.N,28.23,1.343088
DMCHY.PK,1.15,1.543189
DMLP.O,26.81,1.293729
DMZPY.PK,5.65,1.049384
DNBBY.PK,30.58,44.02433
DNCLY.PK,0.0,1.867802
DNERY.PK,7.68,3.604555
DNFGF.PK,1.05,10.04705
DNFGY.PK,58.0,10.04705
DNIFY.PK,0.0,5.287439
DNIYY.PK,37.55,5.287439
DNKAY.PK,0.0,2.102031
DNKEY.PK,28.02,45.55979
DNLI.O,26.48,4.202634
DNLMY.PK,10.47,2.184751
DNLZY.PK,2.56,4.446414
DNN.N,3.04,2.749645
DNNGY.PK,7.44,29.870398
DNOPY.PK,7.33,7.241503
DNOW.K,13.05,2.382225
DNOW.N,13.05,2.382225
DNP.N,11.06,4.189557
DNPLY.PK,9.47,8.428657
DNTH.O,98.64,5.392277
DNTUF.PK,17.5,5.516883
DNTUY.PK,20.85,5.516883
DNZOY.PK,11.85,34.665665
DOC.N,21.73,14.98109
DOCN.K,123.32,12.870191
DOCN.N,123.32,12.870191
DOCS.K,22.29,4.076218
DOCS.N,22.29,4.076218
DOCU.O,49.87,9.522408
DOGEF.PK,22.7,29.870398
DOLE.K,14.18,1.349354
DOLE.N,14.18,1.349354
DOO.O,58.99,4.325227
DORM.O,138.91,4.151018
DOV.N,214.27,28.853901
DOW.N,30.37,21.888917
DOX.O,52.76,5.675446
DPC.N,46.88,6.804716
DPDSY.PK,0.0,0.606755
DPMAY.PK,22.5,12.252576
DPMLF.PK,33.2,7.32588
DPUKY.PK,5.1,0.996751
DPZ.N,309.46,10.30619
DQ.N,11.63,0.786957
DQJCY.PK,10.65,17.149031
DRD.N,20.87,1.837026
DRDGF.PK,2.11,1.837026
DRH.N,11.88,2.429348
DRI.N,196.69,22.52789
DRMKY.PK,13.99,2.789973
DROSY.PK,1.8,1.457891
DRPRY.PK,5.0,23.185953
DRS.O,43.35,11.564136
DRVN.O,15.31,2.525476
DRXGY.PK,22.66,3.451655
DSCSY.PK,43.5,47.549273
DSDVY.PK,127.38,61.723053
DSEEY.PK,11.07,17.247734
DSFGY.PK,16.53,1.642798
DSFIY.PK,9.48,24.263015
DSGR.O,27.73,1.280992
DSGX.O,72.76,6.236243
DSL.N,10.99,1.259136
DSNKY.PK,16.75,31.009818
DSRNY.PK,0.0,4.436578
DSVSF.PK,5.73,4.656867
DT.N,44.59,12.941305
DTB.N,16.39,31.337385
DTCWY.PK,10.57,8.37883
DTE.N,150.64,31.337385
DTEGF.PK,30.0,149.699022
DTEGY.PK,30.3,149.699022
DTG.N,16.72,31.337385
DTM.N,146.1,14.904263
DTNOF.PK,1.66,1.686482
DTNOY.PK,16.92,1.686482
DTRUY.PK,23.85,36.829976
DTTLY.PK,9.03,1.314799
DTW.N,20.29,31.337385
DUAVF.PK,328.66,25.153602
DUFRY.PK,6.27,9.050144
DUK.N,126.86,98.899576
DUKB.N,22.96,98.899576
DUOL.O,132.34,6.166133
DURYY.PK,3.88,1.375843
DV.N,11.91,1.827758
DVA.N,235.58,15.124236
DVAX.O,15.5,1.762103
DVCMY.PK,6.32,7.891895
DVDCF.PK,6.41,7.891895
DVN.N,43.73,50.438318
DVSLY.PK,0.0,4.656867
DWAHY.PK,28.03,18.525623
DWVYF.PK,24.36,3.029285
DX.N,12.98,2.792659
DX_pc.N,25.82,2.792659
DXC.N,9.71,1.573799
DXCM.O,76.35,29.461402
DXPE.O,160.2,2.483951
DXPPY.PK,0.0,4.219244
DXYZ.N,26.84,0.589844
DY.N,410.11,12.3162
DYBTY.PK,0.0,2.503952
DYLLF.PK,0.89,0.944234
DYN.O,23.64,3.908018
E.N,49.44,74.50815
EA.O,206.35,51.742569
EADSF.PK,222.81,176.579461
EADSY.PK,55.25,176.579461
EAT.N,189.27,8.117372
EBAY.O,115.09,51.09996
EBC.O,22.27,5.147557
EBCOY.PK,18.2,16.714396
EBCRY.PK,6.0,1.5203
EBGCY.PK,0.0,12.030759
EBKDY.PK,65.74,54.442269
EBKOF.PK,133.51,54.442269
EBLMY.PK,44.29,1.818698
EBOSY.PK,26.0,2.661175
EC.N,15.88,31.878747
ECAT.K,15.88,1.579557
ECAT.N,15.88,1.579557
ECG.N,133.32,6.804867
ECL.N,271.85,76.508785
ECO.N,54.2,2.153938
ECPG.O,90.91,1.949148
ECVT.K,11.92,1.304686
ECVT.N,11.92,1.304686
ED.N,111.82,41.208992
EDESY.PK,19.73,0.830846
EDN.N,24.58,0.57871
EDNMY.PK,14.25,6.647913
EDPFY.PK,51.26,21.550679
EDRVF.PK,16.43,16.774929
EDRVY.PK,33.84,16.774929
EDRWY.PK,24.95,3.891234
EDU.N,48.66,8.341389
EDVLY.PK,0.0,4.343139
EDVMF.PK,48.52,11.478655
EE.N,39.0,4.44051
EEFT.O,77.66,2.956912
EFC.N,13.45,1.686544
EFC_pa.N,25.17,1.686544
EFC_pb.N,24.4,1.686544
EFC_pc.N,25.34,1.686544
EFGSY.PK,27.64,13.483263
EFGXY.PK,20.8,6.491325
EFSC.O,65.87,2.409907
EFSCP.O,20.0,2.409907
EFX.N,172.61,20.553089
EFXT.K,23.83,2.912594
EG.N,377.89,14.953713
EGFEY.PK,2.03,18.070723
EGIEY.PK,6.3,8.388066
EGO.N,29.14,7.606996
EGP.N,211.03,11.343966
EGRAY.PK,0.01,0.5635
EH.O,5.41,0.410323
EHC.N,110.04,10.915867
EIG.N,51.26,0.935132
EIPAF.PK,25.8,74.50815
EIX.N,75.97,29.232796
EJPRY.PK,10.89,24.77339
EKIVY.PK,7.71,11.472935
EKTAY.PK,5.29,1.987078
EL.N,81.15,29.359657
ELALF.PK,4.59,2.779425
ELAN.K,25.14,12.556163
ELAN.N,25.14,12.556163
ELE.O,15.36,0.978494
ELEZY.PK,22.26,46.499765
ELF.N,75.1,4.426172
ELFIF.PK,11.9,4.099432
ELFTY.PK,0.0,8.387467
ELMTY.PK,7.46,1.199507
ELMUY.PK,27.96,7.085371
ELPC.K,11.82,8.856943
ELPC.N,11.82,8.856943
ELS.N,64.98,12.602062
ELSYY.PK,0.0,6.819177
ELUXY.PK,5.14,2.038565
ELV.N,425.17,92.330929
ELVN.O,50.87,3.551895
ELVR.O,60.5,1.190646
EMA.N,53.69,16.500612
EMBJ.K,64.48,12.031162
EMBJ.N,64.48,12.031162
EME.N,764.9,33.992369
EMN.N,67.21,7.685461
EMO.N,51.64,1.033555
EMR.N,135.38,75.826338
EMSCY.PK,0.0,21.627039
ENB.N,55.07,120.320474
ENDTF.PK,12.38,2.374882
