ric,current_price,capitalization
IDXX.O,564.21,44.506576
IDYA.O,36.15,3.437083
IE.N,8.84,1.409182
IEP.O,7.52,5.05718
IESC.O,602.91,12.012311
IESFY.PK,214.5,10.130233
IEX.N,221.48,16.392854
IFF.N,75.1,19.173291
IFHLY.PK,11.97,5.044045
IFJPY.PK,23.97,15.087206
IFNNY.PK,79.01,104.883268
IFS.N,59.78,6.639884
IGGHY.PK,25.0,7.795144
IGIC.O,28.53,1.216924
IGIFF.PK,58.59,13.554249
IGTAY.PK,0.0,1.042334
IHG.N,162.41,24.33399
IHICY.PK,17.38,18.833951
IHS.N,8.22,2.757984
IIDDY.PK,11.59,3.520952
IIJIY.PK,41.88,3.999855
IIPR.K,63.79,1.849614
IIPR.N,63.79,1.849614
IIPR_pa.K,22.41,1.49
IKTSY.PK,76.21,11.988682
ILKAY.PK,23.0,1.938932
ILMN.O,190.05,28.754565
ILPMY.PK,3.35,1.866021
IMAX.K,38.35,2.109859
IMAX.N,38.35,2.109859
IMBBF.PK,35.78,27.57043
IMBBY.PK,35.75,27.57043
IMCDY.PK,48.88,5.815074
IMCR.O,32.49,1.652622
IMHDY.PK,16.32,9.05385
IMIUY.PK,37.66,8.992979
IMKTA.O,90.71,1.72298
IMNM.O,22.8,2.582109
IMO.N,123.45,59.778524
IMOS.O,69.14,2.523993
IMPJY.PK,5.23,2.511591
IMPUY.PK,10.97,10.102203
IMTX.O,9.23,1.261493
IMVT.O,38.7,7.945455
IMYSY.PK,5.0,2.07653
INBX.O,92.16,1.35217
INCY.O,114.23,22.821116
INDB.O,83.45,4.032897
INDOY.PK,7.03,3.900636
INDV.O,40.21,4.86541
INFQ.N,10.13,2.210335
INFY.K,11.5,46.835375
INFY.N,11.5,46.835375
ING.N,32.3,93.198324
INGKY.PK,0.0,16.407709
INGM.K,28.98,6.713117
INGM.N,28.98,6.713117
INGR.K,99.34,6.264287
INGR.N,99.34,6.264287
INOD.O,68.12,2.224483
INPAP.PK,81.13,19.592128
INPOY.PK,8.83,8.827994
INR.N,13.16,0.836079
INRNY.PK,0.0,1.371217
INSM.O,109.14,23.656363
INSP.K,51.36,1.479844
INSP.N,51.36,1.479844
INSW.K,86.17,4.26582
INSW.N,86.17,4.26582
INTA.O,28.56,2.200879
INTC.O,103.12,518.28112
INTR.O,5.65,2.494409
INTU.O,289.76,79.260081
INVA.O,22.21,1.639292
INVH.K,30.11,17.886603
INVH.N,30.11,17.886603
INVSY.PK,0.0,123.756882
INVX.K,25.5,1.78042
INVX.N,25.5,1.78042
IONQ.K,38.88,14.512736
IONQ.N,38.88,14.512736
IONS.O,56.75,9.37865
IOSP.O,82.03,2.020485
IOT.N,36.83,21.461212
IP.N,37.0,19.592128
IPAR.O,118.47,3.794094
IPEU.PK,12.0,3.121329
IPGP.O,104.73,4.44512
IPGYY.PK,0.0,4.170316
IPOAF.PK,44.9,17.446823
IPSAY.PK,0.0,1.733671
IPSEY.PK,45.76,15.362664
IPX.O,24.67,0.893475
IPXHY.PK,21.29,26.406892
IQ.O,1.13,1.090478
IQV.N,207.55,34.640095
IR.N,78.56,30.743422
IRDEY.PK,28.95,3.789106
IRDM.O,48.59,5.148415
IREN.O,38.98,13.930621
IRM.N,122.37,36.408095
IRMD.O,97.69,1.248775
IRON.O,75.98,2.902367
IRPSY.PK,6.21,1.179972
IRS.N,15.13,1.13978
IRT.N,16.84,3.969435
IRTC.O,118.68,3.900111
ISADY.PK,0.0,6.870686
ISDAY.PK,101.75,12.529378
ISMAY.PK,26.68,9.473466
ISNPY.PK,43.05,127.645334
ISRG.O,407.12,144.186776
ISRXF.PK,491.18,6.427446
ISUZY.PK,14.27,9.880387
IT.N,141.31,9.460971
ITAYY.PK,2.94,1.493561
ITCFY.PK,15.53,7.518486
ITCTY.PK,3.81,36.758978
ITFCY.PK,0.0,36.869734
ITGR.K,96.38,3.272567
ITGR.N,96.38,3.272567
ITHEY.PK,0.0,5.08984
ITJTY.PK,1.85,1.085256
ITOCY.PK,11.59,92.016514
ITRI.O,83.39,3.697458
ITT.N,194.5,17.3883
ITUB.K,8.47,96.351148
ITUB.N,8.47,96.351148
ITVPY.PK,9.91,3.788155
ITW.N,271.5,78.11055
IVA.O,4.3,1.009906
IVBIY.PK,44.11,19.791521
IVPAF.PK,7.26,10.360429
IVSBF.PK,40.2,123.756882
IVT.N,35.33,2.753474
IVTJY.PK,16.9,7.518486
IVZ.N,28.4,12.589624
IWGFF.PK,2.55,2.457214
IX.N,39.48,44.431724
J.N,126.54,14.941954
JAMF.O,13.05,1.749695
JAN.N,29.13,6.182056
JAN.O,0.0,0.0
JAPAF.PK,38.4,75.465397
JAPAY.PK,18.76,75.465397
JAPSY.PK,8.92,9.174137
JAZZ.O,236.97,14.885893
JBAXY.PK,17.86,18.622724
JBFCY.PK,9.52,2.668855
JBGS.K,14.6,0.850536
JBHHY.PK,35.69,5.999178
JBHT.O,283.0,26.686674
JBL.N,321.96,33.737251
JBLU.O,5.6,2.083306
JBND.N,52.85,8.289522
JBS.N,11.8,13.086888
JBTM.K,139.19,7.247319
JBTM.N,139.19,7.247319
JCAP.O,18.87,1.045746
JCDXY.PK,12.02,5.205424
JCI.N,143.93,87.813939
JCYGY.PK,40.7,8.154554
JD.O,28.88,40.705709
JDCMF.PK,13.7,40.705709
JDEPY.PK,16.51,18.150363
JDHIY.PK,4.5,15.036231
JDLGY.PK,0.0,10.833615
JDSPY.PK,1.12,5.57553
JDWPY.PK,46.0,1.042835
JEF.N,52.59,12.124744
JEHLY.PK,24.53,2.303393
JEOLY.PK,0.0,2.490747
JEXYY.PK,24.88,8.241166
JFR.N,7.7,1.239449
JGCCY.PK,26.54,3.47954
JGHHY.PK,4.79,1.301635
JGLMY.PK,0.0,1.667184
JGSMY.PK,7.57,3.068642
JHG.N,51.95,8.004228
JHPCY.PK,13.6,52.479027
JHX.N,24.29,14.09638
JINFF.PK,17.45,7.060843
JJSF.O,76.6,1.436512
JKHY.O,150.73,10.709484
JKS.N,15.25,0.798645
JLL.N,321.95,14.936411
JMHLY.PK,61.67,18.255667
JMIA.K,6.71,0.831051
JMIA.N,6.71,0.831051
JMPLY.PK,51.8,4.356893
JMREY.PK,15.5,4.974222
JNBBY.PK,8.86,1.278523
JNGDY.PK,0.0,4.664115
JNJ.N,257.77,620.508319
JNNLY.PK,0.0,4.313736
JOBY.K,7.48,7.357649
JOBY.N,7.48,7.357649
JOE.N,60.67,3.483049
JOYY.O,69.75,3.514129
JPC.N,7.85,2.945528
JPDYY.PK,3.77,1.433788
JPM.N,334.53,896.376955
JPM_pc.N,25.26,896.376955
JPM_pj.N,19.16,896.376955
JPNPY.PK,9.57,10.885749
JPPHY.PK,15.3,40.519006
JPPTY.PK,20.49,72.959514
JPSWY.PK,24.12,3.602284
JPXGY.PK,13.52,14.01643
JRONY.PK,37.31,11.821827
JSAIY.PK,18.68,10.245473
JSGRY.PK,21.95,3.270627
JTEKY.PK,39.46,4.074968
JTGEY.PK,0.0,11.278277
JTKWY.PK,4.0,4.909804
JTTRY.PK,15.5,3.080268
JUMSY.PK,27.37,3.450422
JVCZY.PK,30.1,1.134121
JXAMY.PK,51.12,22.61371
JXHLY.PK,15.8,21.000919
JXIRY.PK,0.0,2.642497
JXN.N,120.8,8.424967
JYSKY.PK,26.71,8.647321
KAEPY.PK,7.3,15.532032
KAI.N,291.93,3.447244
KAIKY.PK,14.68,10.028941
KAJMY.PK,34.92,18.397844
KALU.O,158.28,2.586391
KAOOY.PK,6.58,18.083404
KARO.O,57.19,1.766788
KB.N,123.25,44.062352
KBCSY.PK,68.16,57.463847
KBDC.K,13.74,0.911649
KBDC.N,13.74,0.911649
KBDCY.PK,38.5,8.499647
KBGGY.PK,14.17,25.12346
KBH.N,54.81,3.360386
KBR.N,35.75,4.532741
KC.O,10.39,3.139016
KCDMY.PK,10.97,6.549537
KCEEY.PK,0.0,1.573155
KD.N,12.32,2.716772
KDDIF.PK,18.0,69.632837
KDDIY.PK,17.31,69.632837
KDK.O,4.66,0.929207
KDOKY.PK,11.09,3.46099
KDP.O,31.25,42.517483
KEN.N,65.23,3.399031
KEP.N,11.68,14.669426
KERCY.PK,15.0,3.965063
KEX.N,142.76,7.63766
KEY.N,23.22,25.17572
KEY_pi.N,25.01,25.17572
KEYRY.PK,0.0,12.112517
KEYS.K,320.83,54.828361
KEYS.N,320.83,54.828361
KFY.N,75.39,3.834109
KGBLY.PK,214.1,20.521649
KGBMY.PK,10.38,4.644688
KGC.N,23.48,28.019766
KGCRF.PK,1.14,28.019766
KGDEY.PK,83.25,3.047901
KGFHY.PK,7.37,6.186636
KGFTY.PK,0.0,4.139714
KGS.N,66.58,6.717332
KGSPY.PK,88.7,16.067143
KGTFY.PK,20.99,17.366429
KGTHY.PK,10.3,2.88851
KHC.O,25.23,29.91717
KHNGY.PK,51.45,31.368499
KHOLY.PK,20.4,10.340642
KIGRY.PK,11.31,6.023437
KIKOY.PK,20.27,9.754715
KIM.N,25.11,16.933928
KIM_pl.N,19.46,16.933928
KIROY.PK,5.78,5.538042
KKMMY.PK,0.0,4.462333
KKOYY.PK,11.14,8.973658
KKPNY.PK,4.99,18.932235
KKR.N,96.91,87.012867
KKR_pd.N,41.89,87.012867
KKRT.N,23.46,87.012867
KKSIY.PK,0.0,15.639729
KLAC.O,222.25,290.319665
KLAR.K,19.27,7.286247
KLAR.N,19.27,7.286247
KLBAY.PK,6.86,4.268216
KLCCY.PK,0.0,1.404849
KLGSY.PK,0.0,1.337197
KLIC.O,106.49,5.572928
KLKBY.PK,3.49,6.005035
KLPPY.PK,23.15,11.871382
KLYCY.PK,7.91,7.284887
KMB.N,110.19,36.573189
KMI.N,32.24,71.728382
KMPB.N,23.97,1.760928
KMPR.K,29.91,1.760928
KMPR.N,29.91,1.760928
KMRSF.PK,0.0,2.843192
KMT.N,33.68,2.566756
KMTS.O,24.76,1.445324
KMTUY.PK,39.67,36.841926
KMX.N,54.87,7.786662
KN.N,35.9,3.071628
KNBWF.PK,18.56,14.292238
KNBWY.PK,17.59,14.292238
KNCAY.PK,7.19,1.833268
KNCRY.PK,7.66,7.26405
KNF.N,78.41,4.45007
KNRRY.PK,28.97,18.823117
KNSA.O,60.94,4.688603
KNSL.K,344.96,7.95575
KNSL.N,344.96,7.95575
KNTK.K,50.53,8.204048
KNTK.N,50.53,8.204048
KNTNF.PK,15.01,3.695046
KNWAY.PK,0.0,93.552207
KNX.N,74.33,12.078179
KNYJF.PK,56.7,25.664692
KNYJY.PK,28.11,25.664692
KO.N,84.25,362.484144
KOBCY.PK,11.5,4.533208
KOD.O,41.1,2.571974
KODK.N,8.15,0.797941
KOF.N,103.47,16.33994
KONMY.PK,57.0,16.449827
KOS.N,2.44,1.447382
KOTMY.PK,15.85,4.828158
KOZAY.PK,10.1,3.528958
KPCPY.PK,28.27,16.603108
KPELF.PK,8.83,16.339062
KPELY.PK,17.71,16.339062
KPLUF.PK,16.8,2.816738
KPLUY.PK,7.82,2.816738
KPTCY.PK,8.02,2.92958
KR.N,59.31,36.33611
KRC.N,38.96,4.530222
KREVF.PK,0.68,3.384902
KRG.N,28.45,5.777243
KRMN.K,45.13,5.980912
KRMN.N,45.13,5.980912
KRNGY.PK,1.9,0.713706
KRNTY.PK,64.8,3.88698
KRP.N,14.95,1.714819
KRYAY.PK,95.19,15.085701
KRYPY.PK,10.69,3.341506
KRYS.O,363.44,10.714123
KSHTY.PK,1.14,24.150226
KSPI.O,88.67,17.028473
KSRYY.PK,6.0,1.982402
KSS.N,16.55,1.87677
KT.N,17.38,8.861155
KTB.N,84.84,4.689307
KTOS.O,46.96,8.805938
KTWIY.PK,116.15,6.506779
KUBTY.PK,83.54,19.03965
KURRY.PK,30.96,3.169142
KVUE.K,19.23,36.921767
KVUE.N,19.23,36.921767
KVYO.K,17.46,5.225426
KVYO.N,17.46,5.225426
KW.N,10.92,1.521192
KWHIY.PK,6.76,14.105992
KWR.N,147.98,2.569886
KXIAY.PK,41.99,227.10113
KYCCF.PK,465.0,115.369097
KYHHY.PK,12.62,3.422191
KYIV.O,15.08,3.481423
KYKOY.PK,16.25,8.54981
KYMR.O,110.4,9.081238
KYN.N,14.35,2.426959
KYOAY.PK,22.31,31.920772
KYOCY.PK,22.31,31.920772
KYSEY.PK,10.76,4.962083
KYTFY.PK,0.0,8.68545
KZHXY.PK,25.21,0.938431
L.N,116.5,23.972074
LAC.N,3.14,1.11281
LAD.N,317.96,7.251339
LADR.K,9.72,1.240934
LADR.N,9.72,1.240934
LAMR.O,157.23,15.95493
LAR.N,7.08,1.161999
LASR.O,68.79,3.880355
LAUR.O,40.11,5.614529
LAZ.N,41.1,4.045789
LB.N,78.53,6.048145
LBKCY.PK,0.0,1.275205
LBRDA.O,30.73,4.418143
LBRDB.PK,30.0,4.418143
LBRDK.O,30.8,4.418143
LBRDP.O,21.75,4.418143
LBRT.K,25.23,4.117319
LBRT.N,25.23,4.117319
LBTYA.O,10.9,3.656022
LBTYB.O,12.8,3.656022
LBTYK.O,10.54,3.656022
LC.N,19.61,2.262032
LCID.O,5.51,2.150315
LCII.K,102.04,2.961063
LCII.N,102.04,2.961063
LCLN.N,22.35,2.280044
LCSHF.PK,8.7,2.100475
LCSHY.PK,16.0,2.100475
LDBTY.PK,0.0,12.1125
LDGYY.PK,12.75,1.46781
LDI.N,1.08,0.36485
LDOS.K,106.58,13.406215
LDOS.N,106.58,13.406215
LDSCY.PK,9.0,6.671556
LEA.N,135.3,6.777867
LECO.O,251.2,13.762522
LEG.N,10.7,1.461206
LEGN.O,25.75,4.981075
LEN.N,82.84,19.905611
LENb.N,81.19,19.905611
LEU.N,156.05,3.06994
LEVI.K,24.19,9.309535
LEVI.N,24.19,9.309535
LFCBY.PK,16.6,14.219279
LFST.O,10.88,4.219639
LFUS.O,407.22,10.298147
LGEIY.PK,0.0,20.934304
LGFRY.PK,7.91,5.705089
LGGNY.PK,19.61,21.496352
LGIH.O,57.76,1.341896
LGMMY.PK,15.1,4.652885
LGN.O,68.33,7.382232
LGND.O,309.25,6.197698
LGNDZ.PK,0.0,6.197698
LGNXZ.PK,0.0,6.197698
LGNYZ.PK,0.04,6.197698
LGNZZ.PK,0.06,6.197698
LGRDY.PK,31.37,41.677853
LGRVF.PK,161.69,41.677853
LH.N,276.68,22.68776
LHX.N,288.69,53.781489
LI.O,12.18,12.596647
LIF.O,52.22,2.926493
LII.N,551.18,19.181046
LILA.O,7.49,1.495192
LILAB.PK,7.25,1.495192
LILAK.O,7.45,1.495192
LIN.O,524.06,242.297731
LINE.O,43.85,9.983521
LION.N,13.29,3.862521
LION.O,13.29,3.862521
LIOPY.PK,16.4,2.875002
LITE.O,768.15,59.76207
LIVN.O,82.98,4.558385
LKFKY.PK,13.01,1.686523
LKFN.O,60.72,1.512753
LKHLY.PK,18.15,1.507251
LKNCY.PK,31.07,8.928415
LKQ.O,25.41,6.474235
LLESF.PK,2.29,1.435705
LLESY.PK,2.25,1.435705
LLY.N,1181.87,1113.015916
LLYVA.O,101.09,9.560472
LLYVB.PK,105.0,9.560472
LLYVK.O,105.0,9.560472
LMAT.O,100.29,2.291701
LMND.K,70.62,5.425084
LMND.N,70.62,5.425084
LMPMY.PK,3.77,1.736715
LMRI.O,11.15,1.0713
LMT.N,520.68,120.049859
LNC.N,40.85,7.811059
LNDMY.PK,22.87,20.430949
LNFGY.PK,0.0,6.642523
LNG.N,263.29,55.172911
LNN.N,114.93,1.16871
LNNGY.PK,46.79,4.854668
LNT.O,76.63,19.791769
LNTCY.PK,10.94,29.853423
LNTH.O,105.39,6.86153
LNVGF.PK,2.99,36.877647
LNVGY.PK,59.15,36.877647
LNWO.PK,70.83,5.893787
LNXSF.PK,17.0,1.540297
LNXSY.PK,3.4,1.540297
LNZNY.PK,0.0,1.073229
LOAR.N,71.92,6.733472
LOB.N,41.52,1.920814
LOBLY.PK,13.56,53.087117
LOGI.O,102.22,16.50094
LOIMY.PK,89.85,3.41196
LOJSY.PK,0.0,2.788635
LOMA.K,11.15,1.372382
LOMA.N,11.15,1.372382
LOPE.O,153.37,4.066498
LOTBY.PK,127.38,10.244517
LOTMY.PK,28.98,7.382869
LOW.N,207.7,116.458852
LPA.N,3.26,0.107817
LPG.N,40.14,1.717297
LPGCY.PK,4.84,8.684369
LPL.N,3.59,3.455983
LPLA.O,321.06,25.679297
LPPSY.PK,20.41,9.45705
LPX.N,72.2,5.044244
LQDA.O,71.21,6.33257
LRCX.O,329.92,412.588384
LRLCY.PK,86.62,231.987561
LRN.N,92.02,3.913136
LRVIY.PK,0.0,3.17815
LSCC.O,130.74,17.912407
LSEGY.PK,30.1,58.977445
LSHGY.PK,0.0,2.011867
LSPD.K,10.37,1.383907
LSRCY.PK,54.7,26.106761
LSTR.O,212.87,7.222298
LTC.N,39.67,2.030368
LTGHY.PK,2.56,0.972147
LTH.N,41.47,9.231336
LTM.N,53.33,15.333774
LTORY.PK,0.0,56.697553
LU.N,1.25,1.083361
LUCK.K,7.35,1.004173
LUCK.N,7.35,1.004173
LUCKY.PK,0.0,2.422998
LUGDF.PK,53.75,13.103677
LUKFY.PK,0.0,64.639085
LULU.O,120.3,13.660536
LUMN.K,6.45,6.645506
LUMN.N,6.45,6.645506
LUNMF.PK,23.93,20.430949
LUNR.O,15.15,3.287867
LUV.N,47.92,23.422036
LUXE.K,7.67,1.052797
LUXE.N,7.67,1.052797
LVMUY.PK,111.3,278.125915
LVS.N,45.9,30.415053
LW.N,46.98,6.48666
LXP.N,54.67,3.222934
LXP_pc.N,46.38,3.222934
LXU.N,11.26,0.809843
LYB.N,58.32,18.824808
LYFT.O,15.67,5.949625
LYG.N,5.89,86.465987
LYSCF.PK,11.22,11.36718
LYSDY.PK,11.09,11.36718
LYSFY.PK,8.88,2.41159
LYV.N,183.25,42.64462
LZ.O,7.72,1.325121
LZAGY.PK,71.94,51.134094
LZB.N,38.77,1.546821
LZRFY.PK,8.0,8.834146
M.N,22.78,5.992005
MA.N,537.7,475.103039
MAA.N,135.89,15.815531
MAA_pi.N,53.66,15.815531
MAAS.O,13.24,5.854405
MAC.N,24.75,7.018095
MAEOY.PK,19.27,10.296596
MAHDY.PK,0.0,39.812097
MAHLY.PK,17.95,3.554392
MAIN.K,52.51,4.882896
MAIN.N,52.51,4.882896
MAIR.N,35.35,17.719823
MAJJ.PK,1760.0,11.011134
MAKSF.PK,4.75,10.336994
MAKSY.PK,9.86,10.336994
MALG.PK,0.54,0.330432
MALRY.PK,40.07,8.00855
MAN.N,40.62,1.889128
MANE.N,110.18,4.603176
MANH.O,158.31,9.366348
MANU.K,22.31,3.847011
MANU.N,22.31,3.847011
MAR.O,362.87,95.684691
MARA.O,12.19,4.647687
MARUF.PK,30.12,49.938816
MARUY.PK,30.25,49.938816
MAS.N,76.18,15.368129
MASI.O,0.0,0.0
MAT.O,13.84,4.021904
MATX.K,205.15,6.208512
MATX.N,205.15,6.208512
MAURY.PK,34.2,3.357661
MAUSY.PK,11.82,1.683641
MAWHY.PK,7.72,1.485684
MAZE.O,29.18,1.614975
MBC.N,8.81,1.806191
MBGAF.PK,50.34,48.673239
MBGYY.PK,12.5,48.673239
MBIN.O,47.67,2.189741
MBINL.O,24.79,2.189741
MBLY.O,9.75,8.211315
MBPFY.PK,0.0,2.131443
MBRFY.PK,3.05,4.313672
MBSHY.PK,32.35,5.975247
MBSRY.PK,68.38,1.654165
MBUMY.PK,9.94,2.560717
MBX.O,60.04,2.857756
MC.N,63.61,4.997487
MCARY.PK,13.65,4.814196
MCB.N,97.16,1.204278
MCD.N,272.61,193.691002
MCEM.PK,279.91,1.04545
MCHB.O,16.22,3.591126
MCHP.O,84.23,45.737595
MCHPP.O,71.45,45.737595
MCHVY.PK,13.56,4.92479
MCK.N,812.28,95.099911
MCO.N,495.72,86.602284
MCRI.O,124.19,2.204312
MCVEY.PK,21.54,1.763343
MCW.N,7.11,2.335151
MCY.N,110.36,6.112689
MD.N,26.14,2.146667
MDB.O,337.97,27.183578
MDBKY.PK,35.4,9.723277
MDCOY.PK,7.0,1.645659
MDDTY.PK,0.0,3.132905
MDEVY.PK,2.42,0.966355
MDGL.O,531.0,12.242555
MDIBY.PK,31.1,25.525504
MDIKY.PK,70.0,4.165644
MDKGY.PK,0.0,4.673709
MDLN.O,40.58,53.309466
MDLZ.O,59.86,76.839275
MDT.N,83.57,106.973377
MDU.N,21.32,4.456008
MEDP.O,530.19,15.142062
MEIUY.PK,0.0,2.279623
MEJHY.PK,11.21,6.555404
MELI.O,1867.3,94.666848
MEOBF.PK,1.55,2.104086
MEOH.O,50.92,3.945282
MESO.O,16.22,2.104086
MET.N,93.03,59.858924
MET_pa.N,21.18,59.858924
META.O,656.73,1667.058736
METC.O,12.63,0.770743
METCB.O,8.02,0.770743
METRY.PK,0.0,13.991143
MFA.N,9.41,0.956021
MFA_pb.N,20.28,0.956021
MFA_pc.N,23.4,0.956021
MFAN.N,25.39,0.956021
MFAO.N,25.44,0.956021
MFC.N,41.29,68.680223
MFG.N,10.49,127.16505
MFGHY.PK,0.0,3.589728
MFIC.O,9.77,0.804781
MFSI.N,32.28,1.127379
MGA.N,64.07,17.699432
MGAWY.PK,6.67,1.117581
MGCLY.PK,11.25,89.978888
MGDDY.PK,19.61,27.255012
MGEE.O,82.17,3.101632
MGIC.O,17.38,0.891522
MGLUY.PK,3.93,0.768518
MGM.N,47.24,12.086412
MGMOL.PK,0.0,7.896505
MGNI.O,20.41,2.923018
MGPFY.PK,9.75,11.187643
MGPUF.PK,4.6,11.187643
MGR.N,20.36,9.50254
MGRB.N,16.72,9.50254
MGRC.O,117.17,2.877903
MGRD.N,14.85,9.50254
MGRE.N,22.88,9.50254
MGY.N,26.7,4.938109
MGYOY.PK,6.47,10.80329
MGYXY.PK,35.69,10.80329
MH.N,10.52,2.012225
MHD.N,11.89,2.07718
MHGVY.PK,19.06,10.096354
MHK.N,107.66,6.562216
MHO.N,146.07,3.737947
MHPSL.PK,10.51,0.957053
MHVIY.PK,11.61,78.410344
MHVYF.PK,24.88,78.410344
MIAX.K,42.31,4.095127
MIAX.N,42.31,4.095127
MICC.K,18.46,11.36348
MIDD.O,134.92,6.10034
MIELY.PK,69.75,73.80326
MIESY.PK,26.65,2.890386
MIMTY.PK,0.0,3.291101
MINBY.PK,27.15,11.003883
MIR.N,16.19,4.054304
MIRM.O,119.04,7.259205
MITEY.PK,25.6,31.017289
MITFY.PK,8.36,2.637525
MITSY.PK,568.31,81.143997
MITUY.PK,12.5,5.142516
MIUFY.PK,16.25,12.501732
MKC.N,53.75,14.445444
MKCv.N,53.39,14.445444
MKKGY.PK,31.75,69.395549
MKL.N,1962.27,24.555278
MKSI.O,352.03,23.77756
MKTAY.PK,34.31,9.608122
MKTX.O,115.37,4.100187
MLCO.O,5.42,2.10454
MLI.N,56.44,12.481211
MLKN.O,20.27,1.385956
MLLUY.PK,3.56,7.220365
MLM.N,569.35,34.187133
MLTTY.PK,10.9,2.98824
MLTX.O,20.41,1.655946
MLXSY.PK,0.0,3.483514
MLYBY.PK,5.85,32.535746
MLYS.O,27.59,2.431102
MMI.N,30.46,1.152052
MMM.N,157.7,82.251157
MMS.N,58.36,3.066256
MMSI.O,73.26,4.370315
MMSMY.PK,42.2,12.527778
MMTOF.PK,2.02,3.331213
MMTOY.PK,19.64,3.331213
MMXGY.PK,7.1,8.907843
MMYT.O,57.08,5.431013
MNDY.O,86.84,3.726039
MNESP.PK,37.5,6.507793
MNFYY.PK,12.0,1.746947
MNHVF.PK,18.53,10.096354
MNILY.PK,17.2,3.9903
MNKD.O,4.04,1.248159
MNOIY.PK,33.0,3.462837
MNPGY.PK,0.0,1.058816
MNR.N,12.99,2.166755
MNSKY.PK,9.36,1.383542
MNSO.K,11.42,3.543228
MNSO.N,11.42,3.543228
MNST.O,97.07,94.935247
MNTGY.PK,0.0,45.914444
MNTHY.PK,67.9,3.978763
MNYCY.PK,0.0,1.999323
MNZLY.PK,0.0,5.662708
MO.N,71.87,120.015083
MOD.N,234.28,12.44195
MOGa.N,392.0,12.450894
MOGb.N,401.66,12.450894
MOGLF.PK,0.8,0.888175
MOH.N,242.88,12.654048
MOHCY.PK,22.44,6.01588
MOMO.O,6.12,0.904214
MONDY.PK,18.82,4.155566
MONOY.PK,11.97,5.985204
MONRY.PK,57.07,15.870052
MOPHY.PK,19.5,1.941497
MORN.O,173.55,6.599763
MOS.N,22.31,7.091159
MP.N,49.5,8.812099
MPC.N,296.88,86.670148
MPFRY.PK,9.9,15.464722
MPJPY.PK,1.46,1.854291
MPLFY.PK,0.0,2.576568
MPLX.K,57.21,58.052916
MPLX.N,57.21,58.052916
MPLXP.PK,33.38,58.052916
MPNGF.PK,9.65,61.412824
MPNGY.PK,19.78,61.412824
MPT.N,4.49,2.685469
MPTYY.PK,34.71,10.500919
MPW.N,4.49,2.685469
MPWR.O,1291.38,63.445499
MQ.O,16.43,1.741705
MQBKY.PK,175.37,67.725
MQY.N,11.56,1.738995
MRAAY.PK,27.7,110.06602
MRCY.O,98.26,5.899853
MREGY.PK,0.0,8.648618
MRK.N,124.03,306.332322
MRNA.O,67.01,26.588647
MROSY.PK,0.0,7.854929
MRP.N,28.17,4.67757
MRPLY.PK,10.68,2.888821
MRSH.K,181.53,87.460156
MRSH.N,181.53,87.460156
MRTN.O,17.41,1.420467
MRUWY.PK,14.68,4.607076
MRVGF.PK,1.11,4.675742
MRVI.O,6.36,1.64209
MRVL.O,217.53,190.50547
MRVSY.PK,2.93,0.724618
MRX.O,64.88,4.666515
MS.N,221.09,348.7219
MS_pa.N,18.94,348.7219
MS_pe.N,25.31,348.7219
MS_pf.N,25.18,348.7219
MS_pi.N,24.9,348.7219
MS_pk.N,23.32,348.7219
MSA.N,168.56,6.507793
MSADY.PK,27.46,40.902324
MSBHF.PK,27.3,101.890949
MSCI.K,620.23,45.152744
MSCI.N,620.23,45.152744
MSDL.K,15.45,1.309615
MSDL.N,15.45,1.309615
MSEXP.PK,589.0,1.03216
MSFT.O,390.99,2904.443685
MSGE.K,74.99,3.547419
MSGE.N,74.99,3.547419
MSGS.K,386.11,9.296026
MSGS.N,386.11,9.296026
MSI.N,418.06,69.396113
MSLOY.PK,16.5,11.98924
MSM.N,123.99,6.924382
MSSHY.PK,12.36,1.721988
MSSMY.PK,12.78,6.830549
MSTKY.PK,0.0,6.1141
MSTR.O,92.1,32.975013
MT.N,65.92,51.192725
MTB.N,242.55,35.520249
MTB_ph.N,25.05,35.520249
MTCH.O,38.54,8.990092
MTCPY.PK,12.88,24.709998
MTD.N,1299.53,26.260384
MTDR.K,53.11,6.595106
MTDR.N,53.11,6.595106
MTG.N,28.42,6.010553
MTH.N,73.83,4.924641
MTHRY.PK,5.77,7.873205
MTLHY.PK,35.2,10.354779
MTMTY.PK,0.0,6.641065
MTN.N,151.47,5.39741
MTNOY.PK,13.81,25.579095
MTPLF.PK,1.42,1.854291
MTPOY.PK,21.62,4.762941
MTPVY.PK,15.0,1.737098
MTRN.K,246.75,5.132766
MTRN.N,246.75,5.132766
MTSFY.PK,28.15,25.505715
MTSI.O,294.24,22.449269
MTSUY.PK,27.41,101.890949
MTTRY.PK,0.78,2.159762
MTUAY.PK,200.36,21.749721
MTX.N,72.18,2.23821
MTZ.N,360.21,28.463274
MU.O,937.0,1058.241382
MUC.N,10.97,1.37134
MUFG.K,21.94,259.902062
MUFG.N,21.94,259.902062
MUQAX.O,14.01,46.233542
MUQCX.O,13.78,46.233542
MUQEX.O,14.09,46.233542
MUR.N,34.9,5.0029
MURGY.PK,11.65,73.90493
MUSA.K,610.8,11.281894
MUSA.N,610.8,11.281894
MUX.N,17.47,1.047062
MUYNY.PK,0.0,31.076041
